OTUId	BIO3-1	ori3	BIO3-16	BIO1-16	BIO3-24	ori2	BIO1-24	ori1	BIO2-16	BIO3-8	BIO2-1	BIO2-24	BIO1-1	BIO1-8	BIO2-8
OTU_825	2	22	1	1	1	40	1	23	1	1	1	0	6	0	0
OTU_1352	0	9	1	0	1	4	0	12	0	1	0	0	2	0	0
OTU_371	22	116	15	8	5	117	7	52	10	5	11	3	18	8	8
OTU_1032	4	24	0	0	0	17	0	6	0	0	0	0	3	0	0
OTU_2812	10	39	168	69	213	30	221	23	76	4	11	151	11	3	4
OTU_3814	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_297	55	189	4	1	2	153	3	123	3	3	40	1	31	2	0
OTU_2566	3	0	1	0	0	2	0	2	0	0	0	0	1	0	0
OTU_195	14	19	54	17	364	19	433	8	16	5	9	75	7	7	14
OTU_530	6	41	3	0	0	44	0	22	1	2	4	0	5	2	2
OTU_786	4	26	0	1	0	12	0	14	0	0	1	0	3	0	1
OTU_2204	20	77	0	3	0	70	0	73	2	5	8	1	5	3	1
OTU_841	5	15	6	6	9	9	9	15	8	8	12	5	2	2	4
OTU_2631	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_341	44	87	29	30	29	100	22	64	23	24	44	27	25	19	28
OTU_645	21	98	4	8	10	61	4	55	5	1	8	10	14	0	4
OTU_1657	4	2	0	0	0	4	0	4	0	1	0	0	0	0	1
OTU_727	0	28	3	0	0	19	0	15	2	0	1	0	0	0	0
OTU_759	2	13	2	1	4	8	2	11	6	2	5	3	5	2	2
OTU_281	31	176	2	0	5	202	3	93	13	6	24	3	24	7	12
OTU_398	28	37	18	18	25	41	12	20	18	12	20	19	20	13	14
OTU_1172	2	9	0	0	0	11	0	9	0	0	1	0	2	0	0
OTU_1049	4	4	3	0	0	2	1	6	0	0	6	0	9	0	0
OTU_400	18	24	31	34	21	56	18	25	22	11	18	18	19	9	12
OTU_3344	4	19	2	5	34	12	28	21	9	1	1	29	3	0	2
OTU_437	19	72	7	1	2	74	5	50	2	2	12	6	14	1	2
OTU_307	83	160	54	46	42	147	49	105	43	46	92	30	62	44	63
OTU_512	6	63	1	2	0	52	0	31	1	1	5	0	17	0	1
OTU_1205	0	4	2	3	0	1	4	0	5	1	3	1	0	2	5
OTU_214	53	299	5	2	6	309	10	182	7	6	45	1	46	4	6
OTU_821	6	31	0	0	0	45	1	18	0	1	3	0	1	0	0
OTU_857	1	34	0	0	0	22	0	16	1	0	2	0	1	0	0
OTU_1192	116	408	4	5	16	346	9	300	5	1	67	6	83	5	3
OTU_846	1	34	0	0	0	18	2	5	0	0	7	1	4	1	1
OTU_3259	27	115	4	3	4	84	3	59	20	4	20	6	20	5	4
OTU_1910	1	1	0	0	0	4	0	1	0	0	0	0	0	0	0
OTU_523	9	30	9	5	6	34	12	17	14	10	7	9	11	9	10
OTU_2551	16	0	19	41	20	0	25	1	37	19	24	14	19	34	23
OTU_454	24	184	4	3	2	191	4	135	14	6	21	4	21	8	8
OTU_255	43	231	5	2	3	185	3	139	4	2	26	6	30	2	3
OTU_795	4	10	2	3	4	15	0	23	2	3	5	5	13	2	0
OTU_1285	16	80	0	2	0	71	1	65	0	3	12	0	11	1	3
OTU_396	13	120	2	0	0	133	3	85	4	1	25	1	25	2	1
OTU_370	26	76	5	3	0	82	4	73	2	5	29	1	37	3	6
OTU_394	3	97	0	0	0	103	0	95	1	0	7	0	5	0	0
OTU_251	21	283	9	3	6	250	12	71	38	54	38	18	27	14	31
OTU_3615	8	29	314	72	177	20	43	23	120	1	7	124	6	2	3
OTU_1194	4	7	0	0	0	16	0	13	0	0	2	0	2	0	0
OTU_399	18	168	3	3	2	144	1	115	2	4	15	0	13	4	7
OTU_3090	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_385	1	2	11	43	89	0	316	1	24	1	2	73	0	0	2
OTU_2486	0	0	0	0	2	1	1	0	1	52	0	7	2	72	156
OTU_206	83	123	48	59	42	108	34	55	36	35	44	25	57	37	49
OTU_372	11	135	2	3	0	144	0	61	4	2	14	0	9	4	1
OTU_188	70	295	3	8	5	329	5	285	14	12	63	2	73	12	15
OTU_1236	5	6	0	0	0	7	0	10	1	0	0	0	0	0	0
OTU_201	57	351	13	6	8	333	7	179	5	5	45	1	50	7	7
OTU_1489	0	6	0	0	0	10	0	4	0	0	0	0	3	0	0
OTU_627	6	12	7	3	15	20	2	10	11	5	7	9	15	3	4
OTU_3602	50	140	4	0	3	138	4	106	2	3	49	0	33	0	0
OTU_580	16	65	0	0	0	58	1	57	0	2	19	1	14	4	4
OTU_383	109	4	0	1	1	2	2	2	0	0	94	0	40	1	0
OTU_2170	4	54	0	0	0	42	3	50	1	1	7	0	9	0	0
OTU_3086	0	2	2	1	1	0	0	1	0	0	0	0	1	0	0
OTU_420	35	77	31	22	24	68	26	53	22	15	34	26	37	15	14
OTU_176	76	325	12	15	7	330	6	239	14	13	119	3	92	13	21
OTU_905	3	14	0	1	0	17	0	8	0	0	4	0	3	0	0
OTU_1628	2	11	1	1	0	6	0	3	0	0	1	0	2	0	0
OTU_432	13	41	27	18	71	39	117	34	17	4	9	64	8	4	6
OTU_648	3	25	5	5	7	19	3	21	3	4	8	3	4	1	2
OTU_1839	0	4	0	0	0	3	0	1	0	0	2	0	0	0	0
OTU_1824	14	79	4	7	7	81	4	48	5	3	11	4	10	5	9
OTU_309	27	152	1	1	3	156	0	118	0	1	18	1	18	2	3
OTU_331	22	89	5	1	1	144	5	67	2	2	18	2	13	0	2
OTU_423	8	59	0	0	0	97	0	32	0	0	23	0	9	0	1
OTU_1306	2	2	0	0	1	5	0	8	3	0	4	0	1	0	0
OTU_373	18	103	0	0	3	111	2	69	5	1	22	1	24	0	0
OTU_3471	1	4	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_2198	70	69	21	12	16	73	15	57	17	4	53	7	72	12	13
OTU_686	3	33	1	1	1	25	1	25	2	0	3	1	3	1	0
OTU_2330	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_1072	0	8	0	0	2	10	0	14	0	1	2	0	2	0	0
OTU_2584	10	17	0	0	0	13	0	14	0	0	8	0	6	1	1
OTU_649	15	60	0	0	0	60	0	59	1	0	14	0	15	1	1
OTU_2500	1	1	0	0	0	2	0	5	0	0	0	0	0	0	0
OTU_143	52	433	9	5	7	507	4	401	10	7	48	4	55	4	9
OTU_874	6	27	1	1	0	34	1	27	1	0	5	0	9	0	0
OTU_2023	5	47	0	1	0	47	0	43	1	2	5	0	8	0	2
OTU_268	61	401	5	3	5	362	2	235	5	10	58	4	55	7	8
OTU_1159	10	16	11	12	6	17	10	10	13	11	11	5	11	8	9
OTU_694	9	9	4	18	0	15	1	10	42	1	5	1	3	2	0
OTU_324	20	127	2	1	2	165	2	145	4	2	33	1	15	3	2
OTU_893	2	17	0	0	2	12	1	13	0	0	1	1	4	0	0
OTU_484	13	65	3	6	4	78	0	35	1	6	12	1	9	3	1
OTU_2726	2	10	1	3	0	2	1	3	3	1	3	0	3	2	0
OTU_692	11	81	1	0	0	67	4	51	3	1	7	5	5	2	4
OTU_288	25	171	0	4	1	159	5	179	4	7	35	0	27	9	5
OTU_2304	1	1	0	0	0	6	0	1	0	2	0	0	0	3	3
OTU_3277	4	10	86	56	21	6	27	7	77	113	4	15	6	51	120
OTU_743	6	53	3	6	17	43	9	32	8	1	10	9	7	0	1
OTU_2393	29	102	2	0	0	115	0	90	1	0	35	0	25	3	1
OTU_1115	3	10	0	0	0	20	0	11	0	0	3	0	3	0	0
OTU_769	4	17	1	1	0	16	2	18	0	0	2	0	4	0	0
OTU_1649	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0
OTU_814	5	16	5	1	2	15	8	14	1	0	0	1	5	0	0
OTU_328	45	152	5	1	3	164	2	137	3	2	34	3	32	3	3
OTU_1154	0	16	0	0	0	19	0	10	0	0	1	0	1	0	0
OTU_615	6	39	0	0	0	47	1	10	0	1	6	1	6	1	1
OTU_601	6	51	2	0	0	32	0	34	1	1	17	0	11	0	1
OTU_180	110	164	87	91	77	152	68	99	112	67	124	64	85	69	77
OTU_289	6	3	89	93	67	3	50	1	150	6	1	57	2	9	20
OTU_657	7	48	0	0	0	28	1	31	0	1	1	0	4	0	1
OTU_690	19	13	12	13	8	20	7	14	12	8	12	17	35	16	9
OTU_1197	26	196	8	4	2	150	2	92	2	2	33	4	34	9	4
OTU_1086	3	14	1	1	4	11	1	6	2	0	1	3	2	0	0
OTU_355	16	168	1	0	0	173	2	67	0	3	22	1	21	0	2
OTU_1728	0	4	2	0	0	6	0	1	1	2	0	0	0	0	0
OTU_254	19	16	118	52	188	17	192	13	108	9	11	122	11	8	6
OTU_3343	10	96	0	3	0	52	3	40	3	0	10	2	6	3	2
OTU_3152	5	38	6	0	1	27	2	23	2	2	8	2	8	1	1
OTU_1942	24	70	2	1	1	55	0	55	1	2	47	0	29	1	2
OTU_635	4	45	0	0	0	55	0	22	0	0	9	0	7	0	2
OTU_2230	12	40	4	5	14	30	21	25	8	2	13	10	6	5	1
OTU_246	24	211	2	3	1	199	2	153	2	1	41	0	18	1	3
OTU_325	52	110	0	1	2	125	1	62	3	0	36	0	33	2	1
OTU_3437	5	5	0	0	0	16	0	23	1	0	1	0	3	0	0
OTU_2873	39	182	1	2	0	168	2	82	5	3	23	1	22	2	8
OTU_3619	41	166	3	1	1	153	3	94	2	2	28	4	29	0	1
OTU_1096	2	5	1	1	4	2	1	2	3	1	0	2	1	1	4
OTU_592	14	57	0	0	1	40	1	31	1	2	7	1	8	2	3
OTU_612	3	25	2	0	0	45	0	25	0	0	3	0	4	2	1
OTU_2121	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0
OTU_430	12	34	73	49	79	39	48	26	41	1	8	63	6	6	2
OTU_599	6	86	0	0	2	40	1	27	1	0	7	0	7	0	0
OTU_274	8	8	82	171	76	14	5	6	142	2	2	121	0	1	1
OTU_247	15	26	79	52	148	31	223	20	82	8	14	157	17	6	10
OTU_3079	6	27	0	0	0	39	0	18	0	0	4	0	5	0	0
OTU_2087	7	62	1	0	2	46	0	31	0	1	8	0	7	0	0
OTU_3405	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_2565	0	2	1	0	1	2	4	1	1	3	4	2	1	1	0
OTU_1905	21	132	0	3	4	108	0	81	5	1	19	6	20	2	3
OTU_1336	0	17	0	1	0	4	0	2	0	0	4	0	0	0	0
OTU_1333	7	46	3	5	2	55	2	29	4	3	4	2	7	2	1
OTU_2862	1	24	0	1	0	24	0	20	0	0	4	0	2	0	0
OTU_2029	0	2	0	0	0	6	0	1	0	0	1	0	0	0	0
OTU_546	16	73	1	1	0	75	1	52	1	2	17	0	24	0	3
OTU_1879	2	5	2	2	1	6	0	2	3	2	4	2	2	1	2
OTU_343	14	274	1	1	2	171	0	169	4	4	7	2	9	0	0
OTU_1848	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1
OTU_932	0	0	0	2	4	0	0	0	1	17	4	2	3	15	14
OTU_386	14	98	1	4	6	101	1	51	4	6	16	2	9	4	6
OTU_361	21	49	17	19	11	39	24	22	25	10	23	18	26	13	23
OTU_663	5	29	1	0	0	22	0	9	0	1	7	0	7	1	1
OTU_360	14	106	2	1	1	124	2	71	3	2	8	2	8	1	1
OTU_596	2	34	0	0	0	60	0	10	0	0	2	0	2	0	0
OTU_921	2	11	0	0	0	23	0	6	0	0	3	0	1	0	0
OTU_670	6	15	9	5	9	18	5	8	7	7	16	5	6	10	5
OTU_351	39	219	1	4	3	224	2	121	3	8	36	0	43	2	2
OTU_1945	0	1	1	0	0	6	1	1	0	0	0	0	0	0	0
OTU_2563	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1002	0	7	0	0	0	14	0	6	0	1	4	0	0	0	1
OTU_1899	0	6	0	0	0	1	0	3	0	0	1	0	2	0	2
OTU_2728	3	11	18	15	35	11	29	7	7	1	3	17	4	1	1
OTU_468	16	30	10	9	6	43	9	25	11	4	9	5	12	6	8
OTU_531	13	60	1	2	0	84	0	54	0	1	11	2	9	2	2
OTU_621	3	30	0	1	1	29	5	22	1	1	4	2	4	2	1
OTU_1312	13	73	4	2	5	71	1	69	3	2	18	1	18	1	1
OTU_1065	6	23	2	1	0	26	1	13	1	0	3	0	3	0	1
OTU_685	21	56	3	5	4	62	5	33	3	0	14	5	11	0	3
OTU_1060	4	3	1	4	6	2	3	1	2	0	3	2	3	0	1
OTU_452	25	146	1	1	3	106	2	76	7	5	13	3	14	3	3
OTU_783	2	36	0	0	1	10	1	4	0	0	2	0	2	0	0
OTU_439	20	22	11	12	15	11	14	15	21	12	18	10	15	11	21
OTU_219	77	151	84	62	85	117	59	103	70	23	63	65	66	16	40
OTU_3235	0	9	0	1	1	2	1	4	2	4	3	2	1	0	2
OTU_808	7	25	1	0	1	22	0	21	2	0	6	0	4	0	1
OTU_1537	0	7	0	0	0	5	0	1	0	0	2	1	0	0	0
OTU_980	2	5	7	1	3	2	1	2	1	3	2	3	0	2	5
OTU_453	14	49	1	1	2	57	0	75	0	4	6	0	10	2	0
OTU_2117	0	4	1	0	0	8	0	1	0	0	2	0	0	0	0
OTU_646	7	35	0	0	0	30	2	23	3	0	7	0	6	0	2
OTU_693	4	30	1	1	0	29	2	16	1	1	6	1	2	0	1
OTU_2442	15	45	7	11	6	35	5	29	4	5	7	5	12	2	5
OTU_495	13	49	14	16	13	45	10	26	15	13	15	6	17	8	12
OTU_684	5	38	12	8	2	34	4	20	12	0	5	1	9	0	0
OTU_1048	5	21	0	2	0	26	1	16	0	2	2	1	4	0	0
OTU_853	1	29	0	0	1	23	0	12	0	0	2	0	2	0	1
OTU_1508	11	69	3	0	0	56	1	42	0	2	5	0	6	0	0
OTU_751	19	55	2	6	3	43	5	46	1	2	9	3	16	3	1
OTU_350	7	7	14	4	207	6	12	12	12	3	8	15	5	1	0
OTU_566	9	34	0	0	1	49	2	35	0	0	20	0	13	1	4
OTU_695	7	28	0	3	0	51	0	15	2	0	3	0	2	0	0
OTU_411	2	6	21	5	57	9	74	8	13	1	1	44	3	1	2
OTU_555	8	52	5	2	3	61	1	36	0	4	12	2	21	2	9
OTU_2492	15	52	6	1	9	73	3	42	3	2	17	3	23	1	3
OTU_1323	7	10	0	0	1	28	0	12	1	0	1	0	1	0	0
OTU_574	13	46	0	0	0	44	1	22	1	1	10	1	10	0	0
OTU_424	10	84	2	3	4	72	2	83	1	0	16	0	14	0	2
OTU_782	3	29	1	0	0	19	0	16	1	0	5	0	5	0	0
OTU_514	11	21	6	4	8	18	6	18	11	12	10	2	5	4	8
OTU_3023	2	26	1	0	0	30	0	13	0	0	1	1	3	0	0
OTU_702	8	44	0	0	0	22	0	9	0	0	4	0	5	0	0
OTU_666	10	10	1	1	1	14	0	44	0	1	15	0	10	3	1
OTU_2002	8	31	0	1	0	54	0	42	0	0	8	0	6	0	0
OTU_1094	2	6	0	0	0	9	0	10	0	0	2	0	2	0	1
OTU_1069	2	2	2	1	1	2	1	1	0	1	3	2	1	3	2
OTU_1416	1	5	1	0	0	5	0	1	0	0	0	0	0	0	0
OTU_813	0	1	0	0	2	0	0	0	0	16	0	0	0	13	25
OTU_1692	23	54	7	7	7	63	8	27	4	7	15	9	11	1	5
OTU_803	1	19	0	0	0	33	1	13	0	0	2	0	0	0	1
OTU_532	5	47	0	0	1	35	2	48	0	0	8	0	3	0	0
OTU_1847	11	35	1	6	0	41	0	16	0	0	17	0	11	3	1
OTU_793	3	17	0	0	0	17	0	15	0	0	5	0	5	0	0
OTU_2048	2	1	2	0	0	1	0	0	1	0	0	0	0	1	0
OTU_473	18	50	0	3	1	48	0	66	5	2	23	0	20	0	0
OTU_678	10	65	5	0	5	39	2	38	5	2	7	4	9	1	0
OTU_519	13	41	1	2	1	44	0	55	2	0	15	1	14	0	2
OTU_2243	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_790	4	23	0	2	0	19	0	6	0	1	1	0	6	0	0
OTU_1099	1	1	1	0	0	4	0	12	4	0	1	0	1	1	0
OTU_2931	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
OTU_883	3	13	0	0	0	16	0	9	0	0	0	0	2	0	0
OTU_442	1	2	1	33	5	1	2	0	48	0	1	141	3	0	1
OTU_964	0	1	4	3	5	1	12	1	8	0	0	5	0	2	1
OTU_1515	0	1	0	1	0	1	2	2	1	3	4	4	3	2	1
OTU_973	0	17	1	0	0	7	0	5	1	0	2	0	1	0	0
OTU_1592	2	1	0	0	0	4	0	3	2	2	0	1	4	2	2
OTU_653	5	41	2	0	2	34	0	15	1	1	3	2	8	1	0
OTU_226	78	259	10	12	11	258	9	198	16	8	60	12	65	4	6
OTU_706	9	8	13	9	17	17	9	7	15	10	13	14	11	22	14
OTU_656	12	22	8	9	7	13	2	17	7	7	10	4	8	7	9
OTU_381	22	74	5	2	1	108	5	48	2	0	7	5	14	1	0
OTU_456	9	57	0	0	0	60	0	20	1	0	9	1	12	0	1
OTU_2268	3	14	0	2	0	7	0	8	0	0	3	0	4	0	1
OTU_3607	1	7	2	0	1	2	2	5	0	0	6	0	8	0	0
OTU_1179	5	12	0	0	0	46	1	23	0	1	3	0	8	0	0
OTU_536	5	59	2	0	0	37	2	47	0	1	8	1	8	0	0
OTU_1481	2	5	1	1	2	0	0	1	1	0	1	1	2	0	0
OTU_2432	1	0	2	1	1	0	2	0	0	0	0	3	1	0	0
OTU_731	11	19	3	1	1	8	0	2	4	2	23	1	22	0	2
OTU_367	2	9	31	20	43	9	142	5	24	4	1	39	5	1	4
OTU_1240	1	4	2	1	2	9	1	0	3	1	1	2	0	0	0
OTU_405	21	151	3	1	2	139	2	74	1	3	21	5	18	2	2
OTU_426	0	91	1	0	0	51	0	63	0	0	2	1	5	0	0
OTU_3378	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_614	6	33	1	0	0	41	0	51	2	2	15	0	9	1	1
OTU_1473	1	3	1	0	2	5	3	0	1	3	0	0	0	3	2
OTU_1171	4	5	0	0	0	4	0	9	0	0	2	0	1	0	0
OTU_583	11	110	0	2	1	83	0	26	4	0	6	0	9	5	2
OTU_506	10	98	2	2	3	77	3	48	1	2	7	1	12	4	5
OTU_1572	1	8	0	0	0	8	0	7	0	0	0	0	0	0	0
OTU_2756	15	36	0	0	0	39	1	34	5	4	26	0	8	0	3
OTU_2180	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1
OTU_2389	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
OTU_618	12	27	14	12	7	19	10	25	7	9	18	6	9	12	7
OTU_1440	6	27	0	0	0	22	0	9	0	1	4	0	1	0	1
OTU_1015	2	11	1	0	0	7	0	11	1	1	1	0	6	1	0
OTU_2672	0	0	0	2	0	1	1	5	0	3	0	0	0	1	1
OTU_3097	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0
OTU_475	10	51	4	1	2	53	0	39	4	2	14	0	12	4	6
OTU_3167	0	0	3	10	0	1	2	1	7	1	3	0	1	0	0
OTU_955	0	17	0	0	0	18	0	10	0	0	0	0	2	0	0
OTU_2112	2	0	0	5	0	0	2	2	0	0	1	4	1	2	1
OTU_974	1	12	1	0	2	12	5	4	0	1	4	1	3	0	0
OTU_749	4	28	1	0	0	30	0	16	0	0	1	1	0	1	0
OTU_3686	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0
OTU_1755	4	51	0	0	0	45	0	30	0	1	2	0	2	1	1
OTU_1532	2	17	0	0	1	5	0	22	0	0	2	1	1	1	1
OTU_1496	1	10	1	0	0	3	1	5	0	0	0	0	1	0	1
OTU_2828	10	53	2	0	1	76	1	29	0	0	7	1	17	0	0
OTU_899	2	8	1	1	3	7	2	15	1	4	6	1	1	2	3
OTU_638	11	25	0	1	0	38	1	21	0	0	6	2	5	0	0
OTU_561	3	42	0	0	0	57	0	41	0	0	5	0	3	0	0
OTU_2624	2	9	4	0	1	15	0	7	1	1	5	1	3	2	1
OTU_930	2	42	3	1	0	33	0	25	0	3	4	1	2	0	0
OTU_2590	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0
OTU_2536	8	75	0	1	0	79	1	53	4	1	14	1	14	1	1
OTU_1714	1	14	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_1203	0	15	1	2	2	15	0	8	1	1	0	0	1	0	0
OTU_3171	0	3	0	0	0	7	0	0	0	0	1	0	1	0	0
OTU_2913	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
OTU_1326	1	5	0	0	0	9	0	5	0	0	2	0	0	0	0
OTU_981	1	0	1	4	1	1	0	2	2	9	0	1	0	14	14
OTU_936	1	29	0	0	0	7	0	5	0	0	0	0	0	0	0
OTU_408	36	78	0	0	1	79	2	58	0	3	31	2	28	1	0
OTU_655	11	60	1	0	2	51	1	25	2	0	7	1	2	2	1
OTU_2889	47	57	29	28	19	42	22	30	32	6	35	14	44	6	5
OTU_2557	0	4	0	0	0	3	0	2	0	0	0	0	0	0	0
OTU_1297	2	12	1	0	0	4	0	7	0	0	0	1	0	0	0
OTU_710	0	25	0	0	0	23	0	26	1	0	1	0	4	0	0
OTU_557	12	48	2	0	1	48	0	47	1	1	10	0	16	0	1
OTU_489	6	87	0	0	0	39	0	53	0	0	11	0	8	0	2
OTU_718	9	83	1	2	1	49	1	29	0	0	10	1	15	0	3
OTU_1881	0	3	0	0	0	3	0	1	0	0	1	0	0	0	0
OTU_402	15	59	5	1	3	78	1	35	0	3	17	0	20	0	0
OTU_1982	0	2	0	0	1	4	0	3	0	1	0	0	0	0	1
OTU_2630	30	0	23	29	55	0	45	0	16	11	22	43	23	15	11
OTU_2591	12	70	6	4	7	58	7	46	5	3	11	4	1	4	2
OTU_3677	3	18	0	0	0	6	0	3	0	0	0	1	1	0	0
OTU_773	1	17	2	2	0	31	1	14	0	1	3	1	4	0	0
OTU_236	51	270	5	2	2	261	3	137	4	2	30	2	36	2	1
OTU_889	2	18	1	0	1	17	0	8	0	2	0	1	1	1	1
OTU_3587	0	9	0	0	1	9	0	6	0	1	1	0	0	0	0
OTU_895	0	9	0	0	0	12	0	12	0	0	8	0	1	0	0
OTU_976	1	5	4	0	0	8	3	4	1	1	0	0	3	0	2
OTU_363	11	89	0	0	0	117	0	95	0	5	13	0	9	3	0
OTU_1339	1	3	0	0	0	4	0	3	0	0	0	0	1	0	0
OTU_722	2	18	0	0	1	21	0	17	1	1	0	0	4	0	0
OTU_1913	0	5	11	20	107	5	48	7	8	1	2	29	2	0	0
OTU_1003	0	12	0	0	0	5	0	15	2	0	2	0	4	1	1
OTU_662	5	28	0	0	0	23	0	26	1	1	10	0	17	0	0
OTU_1042	14	33	14	8	9	31	7	17	8	14	13	10	12	9	14
OTU_1068	5	2	6	2	5	12	2	11	1	3	1	1	6	2	1
OTU_610	6	44	0	0	0	44	0	34	0	0	2	0	4	0	0
OTU_1095	2	5	5	1	3	10	1	4	5	3	6	0	5	2	0
OTU_3516	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3170	15	87	2	1	1	102	2	61	6	0	18	2	29	0	3
OTU_1026	2	9	0	0	0	16	0	11	1	0	3	0	3	0	1
OTU_270	13	146	2	0	1	187	0	148	1	5	26	0	32	2	1
OTU_1409	14	85	2	1	0	59	0	105	1	1	20	0	15	0	2
OTU_455	19	28	16	9	20	29	10	23	12	14	7	7	12	14	15
OTU_3496	1	0	4	2	1	2	1	0	1	0	1	0	0	0	1
OTU_732	4	13	0	0	0	26	0	20	0	1	2	0	4	0	1
OTU_2768	6	14	0	0	0	28	0	10	0	0	6	0	6	0	0
OTU_720	7	24	0	0	0	15	0	30	2	0	3	0	8	0	0
OTU_3180	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_728	9	29	1	0	0	23	0	17	0	1	8	1	6	0	0
OTU_742	1	1	2	1	2	90	1	0	6	1	1	0	2	3	4
OTU_2708	2	2	1	0	1	261	0	2	0	0	0	0	1	3	0
OTU_347	16	186	2	1	1	132	2	79	0	5	11	1	26	4	1
OTU_446	33	17	3	0	132	19	2	17	3	6	21	4	23	8	12
OTU_764	5	15	0	0	0	31	0	19	0	0	6	0	4	0	0
OTU_517	26	41	0	1	1	19	1	31	1	0	14	0	20	3	3
OTU_2946	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_333	42	59	34	33	25	62	27	60	42	35	42	24	31	28	45
OTU_1238	1	4	2	3	2	1	3	2	1	1	0	0	2	1	0
OTU_487	13	31	10	7	9	31	12	22	10	9	7	14	9	1	12
OTU_873	4	16	0	0	0	12	0	10	0	1	5	0	3	0	0
OTU_522	14	50	1	1	0	53	1	33	2	0	15	1	14	0	0
OTU_776	3	8	6	1	3	6	4	4	4	0	6	4	7	0	2
OTU_2146	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0
OTU_3636	15	10	4	3	5	11	5	9	9	4	8	5	6	6	6
OTU_2693	7	7	7	4	2	25	5	8	6	4	5	1	2	2	2
OTU_565	25	55	0	1	0	67	0	49	1	1	24	0	19	1	0
OTU_3846	41	40	6	14	31	46	18	30	11	1	49	10	58	2	0
OTU_658	2	38	0	0	1	30	1	17	2	0	2	0	4	0	1
OTU_1995	6	47	1	0	1	68	2	29	0	1	7	0	14	0	0
OTU_2164	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0
OTU_3233	1	11	0	0	0	4	0	2	0	0	1	0	0	0	0
OTU_1176	1	15	0	0	0	9	0	6	0	0	2	0	1	0	1
OTU_1063	2	21	0	0	0	8	0	5	1	1	0	0	2	0	0
OTU_3435	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_438	13	68	0	1	1	92	1	46	1	1	10	0	6	0	0
OTU_882	1	21	0	1	0	13	0	15	1	0	1	1	0	0	0
OTU_996	12	29	3	3	1	36	4	25	1	5	3	0	7	4	1
OTU_1000	2	5	0	0	0	28	0	2	0	0	1	0	2	0	0
OTU_640	12	33	0	0	0	45	0	28	0	0	12	1	10	0	1
OTU_3014	1	6	0	0	0	2	0	1	1	0	1	0	3	0	0
OTU_1158	2	5	0	0	0	5	0	3	0	0	0	0	4	1	0
OTU_466	5	65	1	0	0	92	0	62	1	0	5	0	7	0	1
OTU_1256	3	3	0	0	0	14	0	1	0	0	1	0	0	0	0
OTU_2119	0	5	0	0	0	1	0	3	0	0	1	0	0	0	0
OTU_2368	5	31	0	3	1	42	2	14	0	4	3	1	4	1	2
OTU_545	7	73	2	2	2	27	3	19	0	2	13	2	9	0	0
OTU_1335	1	15	0	0	0	13	0	4	0	0	1	0	0	0	0
OTU_528	1	64	0	0	1	47	0	25	1	1	5	0	6	0	0
OTU_978	2	21	1	1	0	13	0	5	0	0	1	0	2	0	0
OTU_1022	5	14	1	3	0	11	1	4	3	1	3	1	10	1	4
OTU_1028	2	11	0	2	2	5	1	8	0	2	5	1	2	0	1
OTU_2715	6	13	8	9	4	12	5	11	11	5	6	2	4	7	2
OTU_403	18	88	0	1	1	105	0	53	0	0	3	1	1	0	1
OTU_1964	0	1	0	0	0	1	0	3	0	0	1	2	0	0	1
OTU_449	4	74	0	1	3	56	0	39	2	0	9	1	8	1	2
OTU_716	4	20	0	0	1	26	0	17	0	0	0	1	1	1	0
OTU_2040	12	12	5	9	2	9	5	6	12	9	19	2	13	7	14
OTU_833	1	20	0	2	0	18	0	8	1	0	2	0	1	0	0
OTU_1157	0	6	3	0	0	1	1	1	0	1	7	2	3	0	1
OTU_3162	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0
OTU_2496	2	1	0	0	0	2	0	4	0	0	1	0	0	0	0
OTU_3353	1	10	2	2	3	3	2	0	0	3	2	0	4	0	2
OTU_3237	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
