OTUId	BIO3-1	ori3	BIO3-16	BIO1-16	BIO3-24	ori2	BIO1-24	ori1	BIO2-16	BIO3-8	BIO2-1	BIO2-24	BIO1-1	BIO1-8	BIO2-8
OTU_1994	1	4	0	1	0	3	0	1	0	0	0	0	1	1	1
OTU_1775	0	2	0	1	0	5	0	1	0	1	0	0	0	0	0
OTU_1655	0	5	0	0	0	3	0	4	0	0	0	0	1	0	0
OTU_802	8	30	0	1	2	17	0	20	1	1	4	0	5	0	0
OTU_2853	3	45	2	2	0	21	0	12	1	0	5	2	1	1	0
OTU_3374	5	25	0	0	0	18	0	15	0	0	16	1	7	0	0
OTU_1284	1	4	0	0	0	3	0	8	0	1	2	0	0	0	0
OTU_1281	2	4	4	1	5	4	1	3	5	2	0	3	1	2	2
OTU_2417	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0
OTU_2068	2	23	3	0	6	7	9	8	1	0	2	12	0	0	0
OTU_1264	2	2	3	1	0	3	1	3	1	0	1	0	3	0	0
OTU_1598	1	11	0	0	0	16	0	25	0	0	2	0	4	1	1
OTU_1626	1	12	0	0	2	5	0	8	0	1	0	1	2	1	0
OTU_1014	0	19	0	0	0	12	0	5	0	1	2	0	2	0	0
OTU_700	0	38	1	1	0	22	0	25	0	1	5	0	7	1	0
OTU_1241	0	3	0	0	0	8	0	7	0	0	0	0	0	0	0
OTU_2482	1	2	1	0	0	4	0	6	0	0	0	0	1	0	0
OTU_1789	0	20	1	0	1	19	0	12	2	1	4	0	3	0	1
OTU_537	13	89	0	1	2	78	2	57	1	0	16	0	12	0	1
OTU_1476	1	1	1	0	0	3	2	2	1	1	1	3	0	0	0
OTU_2468	2	3	0	0	0	1	0	4	0	0	0	0	3	0	0
OTU_2810	4	87	0	1	3	73	2	46	3	0	11	2	12	3	2
OTU_3225	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1925	1	4	3	0	4	3	1	4	0	2	3	4	2	1	2
OTU_1027	4	9	0	2	0	8	0	3	0	0	2	0	1	1	1
OTU_1206	0	4	0	0	0	5	0	4	0	1	0	0	1	0	0
OTU_2586	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1
OTU_3758	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_965	2	12	0	0	0	14	0	13	4	0	4	0	6	0	0
OTU_925	2	26	0	0	0	4	0	15	0	0	4	0	4	1	1
OTU_3071	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0
OTU_791	7	48	0	0	0	31	2	27	1	0	3	1	6	0	0
OTU_1718	2	0	3	0	0	2	1	1	0	1	0	1	2	0	1
OTU_765	0	7	3	5	7	11	5	9	0	3	4	9	4	0	0
OTU_2113	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_1132	3	10	0	0	1	7	1	15	0	0	1	1	3	0	0
OTU_1586	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_916	0	10	0	1	1	27	0	16	0	0	3	0	3	0	0
OTU_503	2	60	1	2	2	51	2	38	0	2	1	1	0	0	0
OTU_907	1	17	1	0	1	12	0	19	1	0	0	2	6	0	2
OTU_1418	2	7	0	0	0	2	1	1	1	0	1	0	5	0	0
OTU_944	5	5	3	7	2	11	1	8	3	2	3	1	11	4	3
OTU_560	11	42	1	0	1	66	0	38	0	2	9	3	8	1	1
OTU_1351	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0
OTU_917	1	14	0	0	0	15	0	4	0	0	4	0	3	0	0
OTU_2207	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1795	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_724	8	23	0	0	0	37	0	14	1	2	3	0	11	2	0
OTU_3332	0	24	0	2	2	23	1	16	2	0	1	0	1	0	0
OTU_3347	5	3	1	2	0	11	2	5	0	0	3	4	1	1	4
OTU_3573	0	12	4	5	4	4	0	8	1	1	2	3	0	1	1
OTU_957	2	14	0	0	1	9	0	20	0	0	3	0	6	0	0
OTU_1406	5	12	0	0	0	7	0	5	0	0	1	0	0	0	0
OTU_2949	3	7	1	0	4	3	9	4	2	0	1	3	1	0	0
OTU_887	1	24	1	0	0	17	0	6	0	1	1	0	0	0	0
OTU_1492	3	11	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU_1779	0	5	0	0	0	1	0	8	0	0	1	0	1	0	0
OTU_2758	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0
OTU_1341	3	0	2	3	1	0	2	0	2	3	1	3	0	3	1
OTU_3527	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_855	4	7	3	4	1	7	2	2	1	4	5	4	2	1	2
OTU_1493	2	19	0	0	1	11	0	8	0	1	0	0	5	0	1
OTU_2269	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0
OTU_3794	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1212	1	21	0	1	0	4	2	6	0	0	1	0	1	0	0
OTU_872	3	8	3	1	2	5	0	4	2	3	2	3	4	3	3
OTU_947	2	4	2	0	21	3	6	6	2	0	2	16	0	2	2
OTU_533	3	27	20	2	88	17	6	14	8	2	9	13	10	0	1
OTU_2898	0	3	0	0	0	3	0	3	0	0	1	0	0	0	0
OTU_1705	3	3	1	0	4	2	1	3	2	3	3	1	0	3	3
OTU_826	7	34	0	1	0	18	0	16	0	0	1	0	3	0	2
OTU_2438	0	5	0	2	0	6	0	2	2	2	1	0	0	0	1
OTU_2599	5	10	0	0	0	20	0	9	2	0	1	0	1	0	0
OTU_929	3	18	3	3	4	20	15	9	0	0	4	7	4	0	0
OTU_1263	2	8	0	0	0	2	0	6	0	0	3	0	0	0	0
OTU_3671	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1915	1	1	0	1	0	2	0	0	0	0	2	0	0	1	0
OTU_1283	3	3	1	1	2	2	0	1	2	0	1	2	0	4	1
OTU_3098	10	0	4	4	23	2	23	2	4	6	7	26	8	7	2
OTU_1224	2	6	1	0	0	9	0	7	0	0	1	0	0	0	0
OTU_701	10	44	1	0	0	42	2	26	1	1	9	0	16	1	0
OTU_1174	1	6	1	0	0	2	1	7	0	1	2	1	0	0	0
OTU_1935	2	0	2	1	4	1	1	2	0	1	2	2	1	2	1
OTU_3382	0	0	0	0	4	2	7	0	0	0	0	1	0	0	0
OTU_780	5	23	1	0	3	11	0	14	1	1	4	0	4	0	1
OTU_415	33	125	1	0	0	114	0	67	2	0	24	2	10	3	3
OTU_3839	4	6	1	8	6	8	4	8	7	1	6	2	4	1	4
OTU_1061	0	10	0	0	0	13	0	13	0	0	0	1	0	0	0
OTU_2626	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
OTU_1607	0	7	0	0	0	6	0	2	0	0	1	0	2	0	0
OTU_652	7	19	5	3	1	17	2	18	3	5	9	4	7	3	3
OTU_847	8	46	1	0	0	38	0	13	0	1	11	0	15	1	0
OTU_858	4	12	0	0	0	21	0	19	1	0	3	0	3	0	1
OTU_1799	2	3	0	0	1	2	0	6	0	0	1	0	0	0	0
OTU_2260	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0
OTU_819	4	23	2	1	2	27	2	19	2	2	5	0	4	2	0
OTU_840	1	17	0	0	0	11	0	15	1	0	1	0	7	0	0
OTU_3757	2	10	0	2	0	8	1	2	0	0	0	2	3	0	3
OTU_758	4	13	0	0	0	20	0	11	2	0	2	0	7	0	1
OTU_3464	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
OTU_1273	0	1	1	0	2	0	2	2	0	4	0	2	1	5	11
OTU_2770	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0
OTU_994	1	1	1	1	1	6	6	4	1	1	3	0	1	1	2
OTU_1536	0	3	0	0	0	3	0	2	0	0	1	0	1	0	0
OTU_2110	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0
OTU_2527	0	6	0	0	0	4	0	4	0	0	1	0	0	0	0
OTU_726	6	22	0	0	1	32	0	14	1	1	2	0	5	1	0
OTU_789	4	16	0	0	0	27	0	27	3	0	1	0	4	0	0
OTU_2406	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2769	3	5	0	0	0	5	0	3	0	0	1	0	0	0	0
OTU_3404	2	33	1	0	0	24	1	10	0	0	6	0	6	1	0
OTU_2167	2	1	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_3194	5	8	0	0	0	7	1	5	0	0	1	0	1	0	0
OTU_3512	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
OTU_3354	2	14	0	0	0	10	0	14	0	0	3	0	5	0	0
OTU_2750	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
OTU_564	12	17	7	9	6	16	4	15	5	3	9	5	7	4	6
OTU_1439	1	0	0	0	0	4	0	3	0	0	1	0	3	0	0
OTU_972	0	2	3	4	16	2	1	2	6	0	0	3	1	0	0
OTU_2463	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
OTU_1564	1	4	0	1	1	6	1	4	0	1	2	0	1	1	0
OTU_2757	5	17	1	0	2	11	1	16	0	1	1	0	3	1	0
OTU_1570	0	6	0	0	0	4	0	1	0	2	0	0	1	0	0
OTU_2142	8	20	1	0	0	29	1	14	0	1	3	0	3	1	2
OTU_1201	7	3	5	1	1	2	2	6	0	2	9	4	4	3	4
OTU_2108	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0
OTU_1167	1	2	0	0	0	5	0	5	0	0	1	0	3	0	0
OTU_1228	1	12	0	1	0	11	0	4	1	0	0	0	1	0	1
OTU_590	10	38	6	2	2	39	2	19	3	2	7	2	11	1	0
OTU_2202	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1
OTU_1025	0	14	2	0	0	5	0	8	0	0	1	0	1	0	0
OTU_1571	7	3	4	2	4	4	2	0	5	4	4	3	5	5	6
OTU_2114	4	34	5	3	22	19	5	10	3	4	4	6	3	2	12
OTU_1490	1	5	0	0	1	12	3	12	2	2	3	1	0	1	6
OTU_1253	5	6	0	0	0	10	0	3	0	0	1	0	4	0	0
OTU_987	17	9	0	0	0	8	0	8	0	1	12	0	8	0	0
OTU_1495	0	6	3	0	1	2	0	3	0	0	1	1	2	0	0
OTU_927	5	18	0	0	0	14	0	7	1	1	3	0	7	0	0
OTU_2745	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1
OTU_1726	1	11	0	0	0	5	0	5	1	0	1	0	2	0	0
OTU_1557	1	2	0	0	0	0	0	0	1	3	1	0	0	0	1
OTU_2405	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0
OTU_815	4	36	1	0	0	23	1	25	0	1	7	0	8	0	0
OTU_3560	2	19	0	1	0	19	0	11	2	1	1	0	1	0	0
OTU_1190	0	3	0	0	1	5	0	5	0	0	0	0	1	1	0
OTU_870	10	9	0	0	0	19	0	6	0	0	9	0	7	0	0
OTU_1498	1	2	0	0	3	0	6	0	3	0	0	0	0	0	0
OTU_2688	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_831	1	11	0	0	0	22	0	11	0	0	6	1	1	0	0
OTU_854	5	8	0	0	0	25	1	8	0	3	0	0	1	1	0
OTU_1719	8	53	3	3	3	48	2	30	5	1	12	1	7	0	1
OTU_2526	0	14	0	0	0	16	0	11	0	0	2	0	0	0	1
OTU_2294	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0
OTU_1690	5	3	13	6	11	1	9	5	8	6	8	4	7	6	3
OTU_1449	2	5	0	1	2	2	0	2	1	3	0	0	2	0	2
OTU_1656	1	3	0	0	0	1	0	2	0	0	2	0	0	0	1
OTU_2743	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_1320	1	2	0	2	0	8	0	3	0	1	1	0	2	0	0
OTU_823	6	16	2	1	0	21	1	12	0	0	4	0	3	1	1
OTU_762	3	29	0	0	0	22	1	14	0	0	2	2	1	0	0
OTU_849	3	9	0	0	0	13	2	24	0	0	5	0	5	1	0
OTU_2748	15	39	0	1	3	38	5	22	2	1	15	2	13	1	0
OTU_2122	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0
OTU_747	7	14	6	2	4	14	4	6	7	7	9	4	7	3	2
OTU_1101	4	10	1	4	1	6	4	6	5	3	3	0	3	2	1
OTU_3138	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_750	2	21	0	0	0	38	1	11	0	0	2	0	3	0	0
OTU_951	2	25	5	0	2	7	1	9	0	2	3	1	1	0	0
OTU_3589	1	3	0	0	0	6	0	4	0	0	0	0	0	1	0
OTU_2794	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1906	2	0	4	4	2	1	2	0	6	12	3	1	2	7	14
OTU_2694	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1966	0	3	0	0	0	2	0	3	0	0	1	0	2	0	0
OTU_3725	4	17	0	0	0	31	0	19	0	1	3	0	3	0	0
OTU_661	5	31	0	0	0	35	0	12	2	0	3	0	3	0	0
OTU_1435	2	8	1	0	0	13	0	5	1	0	0	0	1	1	1
OTU_1582	1	3	0	0	0	6	0	2	0	0	3	0	1	0	0
OTU_2149	2	1	0	0	1	4	0	5	0	0	0	0	0	0	0
OTU_809	1	7	15	3	3	8	3	6	5	3	3	2	3	4	2
OTU_2314	0	2	0	0	0	5	0	1	0	0	0	0	0	0	0
OTU_3592	0	1	0	1	0	4	0	3	1	0	0	0	0	0	0
OTU_1889	2	0	2	1	3	0	0	2	2	1	0	1	1	2	3
OTU_1687	1	5	0	0	0	4	1	0	0	0	0	0	1	0	0
OTU_836	11	27	1	0	3	27	2	20	3	6	9	3	2	2	3
OTU_1155	1	12	0	0	0	4	0	7	0	0	1	0	0	0	0
OTU_781	5	25	3	1	1	27	2	28	0	1	8	0	3	0	0
OTU_1743	2	2	0	1	3	4	2	2	4	0	1	0	3	3	3
OTU_919	4	24	1	1	0	17	0	13	0	1	2	0	3	0	0
OTU_2939	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2
OTU_3188	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_721	6	27	0	0	0	21	1	18	0	1	1	0	5	0	2
OTU_2171	0	17	0	0	1	19	0	8	0	1	2	0	1	0	0
OTU_1120	10	9	0	0	0	7	0	7	0	0	0	0	0	0	0
OTU_1093	1	10	0	0	0	9	0	2	0	1	2	3	5	0	0
OTU_3831	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0
OTU_3372	2	0	2	2	0	4	0	0	2	0	4	0	1	0	0
OTU_3078	1	0	3	1	0	2	1	0	0	1	0	1	2	0	1
OTU_1583	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0
OTU_1208	2	7	0	0	0	15	0	4	0	1	2	0	0	0	1
OTU_1553	0	8	1	0	2	9	0	6	1	0	0	1	3	0	0
OTU_1511	2	4	4	1	2	4	0	1	1	1	1	0	2	1	1
OTU_3562	1	10	0	0	0	4	0	7	0	0	2	0	4	0	0
OTU_3250	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2711	0	1	0	0	0	2	0	3	0	0	1	0	0	0	0
OTU_1088	0	4	3	4	2	3	1	2	2	0	0	1	2	2	2
OTU_3791	2	33	1	0	1	24	0	23	1	0	0	0	1	0	0
OTU_1054	3	24	0	0	5	11	0	17	0	1	4	2	4	0	0
OTU_3498	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0
OTU_1424	0	1	0	0	0	6	0	9	0	0	0	0	1	0	0
OTU_1753	0	0	0	0	0	0	0	3	1	0	1	0	1	0	0
OTU_901	0	19	0	0	1	16	0	12	1	1	2	1	0	1	2
OTU_3230	1	0	0	0	0	9	0	0	0	0	1	0	0	0	0
OTU_2220	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0
OTU_2388	0	0	0	0	1	3	0	1	0	0	1	0	2	0	0
OTU_2488	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3124	1	14	0	2	0	10	3	4	0	2	6	0	2	2	0
OTU_1735	0	0	1	0	0	2	1	0	0	1	0	0	0	1	0
OTU_1469	0	10	0	1	0	9	0	3	0	0	1	0	2	0	0
OTU_2196	1	7	3	1	0	4	2	1	1	3	0	0	0	1	2
OTU_960	1	12	0	0	0	25	0	6	0	0	0	0	3	0	0
OTU_997	3	11	2	0	0	15	0	11	0	0	0	0	1	0	1
OTU_1268	0	4	0	0	0	12	1	2	0	0	0	0	0	0	0
OTU_2522	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0
OTU_805	9	12	5	4	4	9	1	10	2	11	5	4	5	5	8
OTU_1139	5	4	2	1	10	2	10	7	3	0	1	6	1	0	1
OTU_1606	6	3	1	0	0	4	0	1	2	1	7	4	1	0	0
OTU_3269	0	0	1	0	1	0	0	0	3	0	0	3	0	0	0
OTU_2543	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0
OTU_961	1	12	0	0	0	5	0	8	0	0	0	0	6	0	1
OTU_1560	1	4	0	0	0	5	1	2	0	0	1	0	1	0	1
OTU_982	6	21	0	0	1	25	0	22	0	4	9	0	10	0	1
OTU_2150	1	0	0	0	0	0	0	1	0	2	0	1	1	0	2
OTU_1122	1	20	1	0	1	10	1	9	0	1	3	0	8	0	0
OTU_1506	1	3	1	1	0	0	0	0	0	0	1	0	1	0	4
OTU_3407	1	1	0	0	0	2	0	0	0	3	0	0	1	0	1
OTU_2257	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
OTU_1486	0	4	0	0	1	3	0	2	2	2	1	1	0	0	0
OTU_890	4	16	0	0	0	22	0	13	0	0	0	0	3	0	1
OTU_1991	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0
OTU_2360	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_799	5	27	2	1	1	24	1	26	0	0	2	2	3	0	0
OTU_3263	0	4	0	0	0	6	0	1	0	0	0	0	1	0	0
OTU_2611	1	2	0	0	2	0	1	0	0	0	1	1	0	1	0
OTU_900	4	3	2	8	2	2	3	6	3	2	4	3	7	2	0
OTU_3490	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_912	2	20	0	0	0	6	0	19	0	0	0	0	0	0	0
OTU_1403	0	7	0	0	0	7	0	4	0	0	0	0	1	0	0
OTU_3166	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_1871	0	1	0	0	1	0	0	1	0	0	1	2	1	0	2
OTU_1785	0	1	0	0	0	5	0	2	0	0	1	0	2	0	1
OTU_1160	2	12	0	0	0	12	0	12	1	0	4	0	0	0	0
OTU_1556	2	5	0	0	0	0	0	0	0	0	3	0	0	0	1
OTU_1107	2	5	0	2	1	9	1	2	0	2	1	1	3	1	2
OTU_2444	0	2	0	0	2	3	0	4	0	0	0	2	0	0	0
OTU_2356	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_664	6	28	0	0	0	27	0	18	1	0	6	0	3	0	0
OTU_2687	0	0	0	0	0	1	0	0	0	2	0	0	0	2	1
OTU_573	13	9	31	8	13	4	7	6	7	10	6	3	4	12	5
OTU_1121	0	6	0	0	0	9	0	16	0	0	2	0	2	0	0
OTU_1759	0	1	0	0	0	2	0	3	1	0	1	0	0	0	2
OTU_1673	2	7	0	1	2	9	0	2	0	0	1	0	0	0	0
OTU_3330	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_708	6	21	4	0	0	31	0	30	0	2	6	0	4	0	4
OTU_1882	0	3	0	1	1	0	0	3	1	4	0	1	0	0	1
OTU_735	4	16	0	1	0	42	0	8	0	1	1	0	2	5	1
OTU_1565	1	7	0	0	0	3	0	2	0	0	0	0	0	0	0
OTU_1962	3	15	1	4	1	12	2	9	4	2	5	2	2	0	1
OTU_2410	8	19	3	2	4	13	2	7	2	0	2	1	2	0	0
OTU_1044	0	0	2	0	9	0	7	0	3	1	2	4	0	1	0
OTU_1219	0	0	0	0	2	6	1	1	1	0	0	12	0	0	0
OTU_1199	3	16	1	0	0	21	0	13	0	0	2	0	4	0	0
OTU_3540	9	10	3	1	2	9	2	2	2	1	6	1	10	0	0
OTU_1630	0	8	0	0	0	2	0	3	0	0	1	0	0	0	0
OTU_1331	2	3	0	0	1	3	0	2	1	1	2	1	2	0	2
OTU_837	4	24	0	1	0	28	0	14	0	0	6	0	1	0	0
OTU_1209	1	3	3	2	3	7	0	5	1	2	5	3	0	1	1
OTU_3068	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0
OTU_3764	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2456	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0
OTU_953	0	16	0	0	1	10	0	8	0	0	0	0	3	0	0
OTU_1315	0	9	0	0	0	4	0	4	0	0	0	0	1	0	0
OTU_651	4	25	0	0	0	35	1	23	0	0	2	0	2	0	0
OTU_1112	5	2	1	1	0	2	1	0	2	0	2	1	3	3	2
OTU_923	2	17	0	1	0	25	0	7	2	0	9	0	3	1	1
OTU_2126	3	3	22	18	3	3	5	4	35	1	2	4	1	2	3
OTU_1368	3	6	0	0	0	3	0	3	0	0	8	0	6	0	1
OTU_3637	2	8	0	2	0	15	0	7	0	0	1	0	0	0	0
OTU_1128	0	4	0	0	0	16	0	3	1	0	0	0	0	1	0
OTU_1627	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0
OTU_966	2	13	1	0	0	8	0	20	1	0	1	0	1	0	0
OTU_2538	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
OTU_2050	3	6	2	1	5	7	5	5	2	1	6	7	3	3	2
OTU_1233	1	6	0	1	1	2	2	1	2	0	1	3	3	0	0
OTU_1651	1	1	0	0	0	0	0	0	3	0	3	0	3	1	0
OTU_607	1	25	6	4	16	24	1	21	0	0	0	5	3	0	0
OTU_2901	1	0	0	1	0	0	1	0	0	0	0	0	2	0	1
OTU_1125	0	9	0	1	0	13	0	13	0	0	2	1	4	0	0
OTU_2140	2	11	0	4	3	11	0	4	0	0	1	0	3	1	0
OTU_1924	4	8	0	0	1	17	0	9	0	0	2	0	0	0	0
OTU_3172	3	16	0	0	0	11	0	16	0	0	1	1	4	0	0
OTU_3381	2	10	0	0	0	4	0	6	0	0	1	0	2	0	0
OTU_1746	0	2	0	0	0	4	0	2	0	0	1	0	0	0	0
OTU_3136	3	9	0	1	0	4	0	5	0	0	2	0	4	0	0
OTU_943	2	4	4	1	2	6	1	5	4	3	2	1	4	2	3
OTU_3449	12	15	0	0	0	12	0	8	0	0	4	0	6	1	1
OTU_977	2	9	0	0	0	6	0	15	0	0	1	0	1	2	0
OTU_2991	2	2	0	3	0	7	0	8	0	0	1	0	2	0	0
OTU_1301	0	12	0	0	0	17	0	2	0	0	0	1	0	0	0
OTU_842	1	13	2	7	8	9	0	9	2	2	3	5	4	1	1
OTU_2803	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3461	3	2	2	0	0	3	3	5	0	0	1	0	5	0	0
OTU_1116	0	10	1	0	0	4	0	4	0	2	3	0	1	0	0
OTU_2006	0	2	0	0	2	2	2	0	2	1	0	0	0	0	1
OTU_1386	1	5	1	1	2	4	2	3	2	1	3	0	0	1	0
OTU_2589	2	1	0	0	0	2	0	6	0	0	1	0	0	0	0
OTU_1250	0	6	0	0	0	9	0	3	0	0	0	0	0	0	0
OTU_983	1	13	0	0	0	5	0	7	1	0	1	0	2	0	0
OTU_1295	2	2	0	2	1	2	3	1	1	2	1	0	1	0	0
OTU_3163	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0
OTU_2064	2	0	0	1	0	0	0	0	1	2	0	1	0	0	0
OTU_1609	0	3	0	0	0	0	0	2	0	0	3	0	2	0	0
OTU_1902	3	1	0	0	0	1	0	0	1	0	2	1	3	2	0
OTU_1421	1	5	0	1	0	7	0	2	0	1	0	1	0	0	1
OTU_1259	0	3	2	2	0	1	2	1	0	0	1	0	1	2	1
OTU_879	1	17	0	3	0	17	0	8	0	2	2	0	2	0	1
OTU_723	4	20	0	1	1	23	0	15	0	0	10	0	7	0	0
OTU_922	1	14	0	1	0	18	0	9	3	0	0	0	2	0	0
OTU_2671	4	17	1	3	1	27	0	6	4	0	7	0	5	0	2
OTU_1053	1	7	0	0	0	11	0	6	0	0	0	0	1	0	0
OTU_2580	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2088	0	3	0	0	0	3	0	4	0	0	0	0	0	0	0
OTU_1917	0	0	0	0	0	2	0	5	0	0	1	1	0	0	1
OTU_2662	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_940	5	25	1	0	1	28	0	15	3	0	3	1	3	1	1
OTU_3672	4	16	1	0	0	16	0	17	3	2	3	0	2	0	2
OTU_2212	2	17	0	1	0	10	1	9	1	0	0	0	4	0	0
OTU_1773	1	1	0	0	0	1	1	2	1	3	0	0	0	0	1
OTU_2318	1	1	0	0	0	0	0	2	0	0	1	1	0	0	0
OTU_1321	0	8	0	0	0	9	0	1	0	0	1	0	1	0	0
OTU_989	3	11	0	0	0	10	0	2	0	0	1	0	3	0	0
OTU_1055	3	3	0	0	0	5	0	5	3	1	0	0	5	2	3
OTU_2200	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0
OTU_2727	2	0	4	7	3	3	6	11	7	4	0	2	4	0	1
OTU_2076	0	9	0	1	0	2	0	3	0	0	1	0	0	0	0
OTU_3796	0	0	14	4	26	0	12	0	1	0	0	8	0	0	0
OTU_928	1	4	5	0	1	3	0	3	0	1	6	3	2	5	6
OTU_876	8	19	0	0	0	23	0	22	0	0	3	0	1	0	1
OTU_1214	0	8	0	0	0	8	0	4	0	0	1	0	1	0	0
OTU_2954	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0
OTU_850	2	18	0	0	0	16	0	30	0	0	2	0	3	0	1
OTU_772	3	9	5	2	2	4	4	8	1	2	3	5	3	7	3
OTU_918	2	15	0	0	0	31	0	19	0	0	4	1	6	0	2
OTU_1827	0	0	1	0	4	1	4	0	0	0	0	2	0	0	0
OTU_1794	0	1	0	0	2	2	2	1	0	0	0	0	0	0	1
OTU_631	6	11	3	3	5	17	4	4	4	2	4	3	8	0	7
OTU_2425	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0
OTU_1327	2	2	0	1	1	2	0	3	0	0	1	0	2	0	0
OTU_2165	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_1666	0	2	1	2	0	9	0	9	0	3	4	1	3	0	0
OTU_1043	0	0	21	9	3	1	0	0	5	0	0	1	1	0	0
OTU_3011	5	13	0	0	0	13	0	3	0	0	5	0	2	0	0
OTU_838	2	2	1	2	3	3	5	6	2	2	2	5	5	5	3
OTU_739	2	22	0	1	0	17	0	13	0	2	1	0	6	0	0
OTU_1777	1	2	1	2	1	0	0	0	2	0	1	2	0	2	3
OTU_3634	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_1057	1	4	4	3	3	3	1	0	0	2	1	1	1	1	1
OTU_910	9	17	0	0	0	16	0	2	0	0	4	0	4	0	0
OTU_1133	2	2	5	3	1	0	1	1	0	0	3	2	1	2	1
OTU_3367	4	29	1	0	0	16	1	24	0	0	1	0	3	0	0
OTU_1105	1	2	0	2	1	5	4	3	0	1	0	1	0	1	0
OTU_2370	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1484	1	4	0	0	0	6	0	5	0	0	0	0	2	0	0
OTU_1806	1	1	1	0	0	8	0	3	1	0	2	0	1	0	3
OTU_1959	0	1	0	0	1	0	1	0	0	0	0	1	0	2	2
OTU_1226	3	11	0	0	0	6	0	5	0	1	1	0	1	0	0
OTU_2184	0	0	0	0	0	7	1	3	0	0	0	0	2	0	0
OTU_3242	1	6	0	0	1	46	0	16	1	1	1	0	6	0	1
OTU_3178	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
