OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_2068	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2069	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2070	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_2071	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Enhygromyxa	Unclassified
OTU_2072	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Unclassified
OTU_2073	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Incertae Sedis XI	Tissierella	Unclassified
OTU_2074	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_2075	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unclassified
OTU_2076	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Unclassified
OTU_2077	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Unclassified
OTU_2078	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Unclassified
OTU_2079	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
OTU_2080	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2081	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Unclassified
OTU_2082	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2083	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unclassified
OTU_2084	Bacteria	Acidobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2085	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unclassified	Unclassified
OTU_2086	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Unclassified
OTU_2087	Bacteria	Chloroflexi	Thermomicrobia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2088	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
