taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
90964	family	Staphylococcaceae	4	1	8			4.59	0.65	[4, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 4, 7, 4, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 7, 6, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 6, 7, 5, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 6, 7, 7, 6, 5, 7, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 5, 6, 5, 5, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 1, 1, 1, 5, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 7, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 7, 6, 5, 6, 6, 6, 6, 5, 5, 6, 5, 5, 6, 5, 1, 1, 1, 1, 1, 1, 1, 1, 4, 6, 6, 5, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 5, 7, 6, 6, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 5, 6, 6, 5, 5, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 7, 6, 5, 4, 5, 5, 5, 5, 4]
85023	family	Microbacteriaceae	26	1	4			1.81	0.67	[2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 4, 3, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 3, 1, 1, 3, 2, 2, 2, 2, 2, 2, 1, 2]
1644061	family	Natrialbaceae	11	2	5			3.00	0.85	[2, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 4, 2, 5]
135620	family	Oceanospirillaceae	8	3	8			5.18	1.18	[4, 8, 7, 8, 8, 4, 4, 3, 5, 6, 5, 5, 5]
41297	family	Sphingomonadaceae	10	1	5			1.98	0.72	[2, 1, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 4, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 1, 1, 1, 3, 3, 2, 2, 3, 4, 2, 3, 2, 2, 3, 2, 3, 2, 4, 4, 4, 4, 2, 4, 3, 2, 2, 2, 2, 2, 2, 1]
563835	family	Chitinophagaceae	12	1	6			2.71	1.01	[4, 2, 3, 2, 1, 6, 2, 2, 2, 3, 2, 2, 3, 3, 1, 1, 2, 4, 3, 5, 3]
186818	family	Planococcaceae	15	2	14			9.87	2.59	[12, 14, 11, 2, 10, 10, 13, 12, 12, 12, 11, 2, 12, 9, 13, 12, 12, 8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 9, 9, 8, 10, 9, 8, 7, 8, 8, 9, 8, 9, 8, 9, 9, 12, 9, 9, 9, 11, 10, 10, 11]
1644056	family	Haloferacaceae	12	2	3			2.03	0.11	[2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2049	family	Actinomycetaceae	8	1	4			2.81	0.61	[2, 3, 4, 4, 2, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]
2062	family	Streptomycetaceae	4	3	11			8.05	1.35	[8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 7, 6, 6, 6, 6, 7, 6, 6, 7, 6, 7, 6, 5, 5, 6, 6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 7, 6, 7, 6, 6, 7, 6, 7, 6, 6, 7, 7, 6, 6, 6, 7, 6, 5, 6, 7, 6, 7, 6, 6, 6, 7, 6, 6, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 5, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 7, 5, 6, 6, 7, 6, 6, 6, 7, 7, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 7, 7, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 7, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 9, 9, 11, 11, 8]
541000	family	Ruminococcaceae	13	2	8			3.18	1.13	[3, 4, 3, 4, 8, 4, 6, 8, 4, 3, 3, 4, 3, 3, 3, 4, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 2, 3, 3, 2, 2, 2, 2, 6, 6, 6, 6, 6, 2]
433	family	Acetobacteraceae	20	1	7			3.77	1.79	[4, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 1, 1, 7, 6, 2]
186828	family	Carnobacteriaceae	7	4	8			5.43	1.05	[6, 5, 8, 6, 8, 8, 6, 6, 4, 6, 6, 4]
194924	family	Desulfovibrionaceae	3	1	7			2.83	0.62	[3, 3, 4, 5, 4, 3, 5, 5, 2, 2, 5, 3, 3, 1, 3, 2, 3, 3, 4, 7, 3, 2, 2]
119060	family	Burkholderiaceae	8	1	7			3.76	1.45	[2, 4, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 2, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 5, 4, 6, 5, 7, 4, 7, 7, 7, 5, 4, 4, 4, 6, 5, 4, 4, 5, 6, 5, 4, 4, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 5, 6, 6, 6, 6, 5, 7, 6, 6, 5, 3, 6, 6, 6, 4, 6, 2, 4, 6, 4, 5, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 6, 4, 6, 4, 4, 6, 4, 4, 3, 3, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 5, 5, 6, 4, 4, 5, 5, 6, 5, 6, 5, 4, 4, 4, 4, 6, 5, 6, 6, 4, 4, 4, 6, 4, 4, 6, 4, 4, 6, 4, 4, 4, 6, 6, 6, 7, 4, 4, 4, 6, 6, 6, 5, 6, 6, 6, 6, 6, 4, 4, 4, 5, 6, 5, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 5, 4, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 5, 6, 4, 4, 6, 6, 7, 6, 5, 4, 4, 6, 6, 4, 6, 6, 6, 7, 5, 6, 6, 6, 4, 4, 4, 4, 4, 5, 4, 4, 6, 6, 5, 4, 4, 4, 5, 5, 5, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 5, 5]
85017	family	Promicromonosporaceae	5	3	4			3.10	0.20	[3, 3, 3, 3, 4, 3, 3, 3]
85021	family	Intrasporangiaceae	7	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
335929	family	Erythrobacteraceae	5	1	2			1.27	0.16	[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1]
45404	family	Beijerinckiaceae	5	1	3			1.73	0.74	[1, 3, 2, 2, 1, 2, 2, 1]
200667	family	Flammeovirgaceae	4	2	10			5.00	2.55	[4, 2, 5, 8, 10]
	family	Bacillaceae 2	11	6	10			7.16	1.08	[6, 7, 8, 10, 10, 7, 7, 7, 8, 6, 7, 8, 6, 7, 7, 6, 6, 8, 6, 8, 6, 7, 9, 6, 6, 8]
481	family	Neisseriaceae	14	1	10			5.71	1.88	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 7, 8, 4, 10, 9, 5, 5, 8, 8, 8, 2, 7, 5, 4, 4, 4, 4]
84566	family	Sphingobacteriaceae	7	2	8			3.97	0.80	[3, 3, 7, 6, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 8, 7, 7, 6, 2, 4, 4, 4, 7, 3, 3, 2, 4, 3, 3, 3, 2, 3]
186804	family	Peptostreptococcaceae	4	4	17			8.77	3.85	[13, 11, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 15, 14, 10, 11, 13, 12, 4, 6]
	family	Bacillaceae 1	5	1	19			8.47	1.35	[7, 13, 11, 12, 11, 7, 11, 14, 10, 7, 8, 13, 7, 13, 14, 9, 13, 7, 14, 14, 14, 13, 11, 12, 14, 11, 11, 12, 14, 11, 8, 7, 10, 10, 13, 6, 10, 7, 10, 9, 7, 11, 10, 10, 12, 10, 12, 10, 10, 9, 14, 10, 10, 13, 12, 14, 10, 11, 15, 14, 9, 10, 17, 9, 12, 13, 9, 10, 9, 7, 10, 9, 9, 10, 9, 12, 10, 15, 10, 11, 11, 10, 10, 8, 10, 8, 14, 7, 13, 10, 10, 8, 7, 14, 9, 12, 10, 7, 7, 11, 14, 11, 11, 12, 11, 14, 7, 9, 1, 7, 10, 10, 13, 8, 14, 9, 9, 9, 10, 13, 14, 14, 10, 11, 11, 14, 11, 14, 11, 11, 12, 11, 10, 10, 10, 13, 11, 13, 14, 14, 14, 14, 14, 11, 13, 8, 14, 11, 14, 11, 11, 13, 8, 13, 11, 7, 6, 10, 13, 10, 10, 10, 11, 7, 8, 8, 7, 14, 10, 9, 9, 10, 13, 10, 10, 10, 11, 14, 14, 13, 8, 10, 13, 7, 6, 12, 10, 9, 14, 1, 7, 10, 11, 12, 8, 9, 10, 8, 14, 8, 8, 8, 9, 9, 14, 8, 10, 7, 13, 10, 13, 16, 15, 13, 12, 9, 14, 11, 10, 14, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 9, 7, 15, 10, 7, 10, 10, 8, 9, 10, 12, 10, 14, 14, 9, 8, 10, 10, 9, 10, 13, 5, 8, 9, 10, 9, 13, 11, 9, 9, 9, 10, 10, 8, 8, 10, 8, 9, 11, 8, 8, 8, 15, 15, 14, 11, 9, 14, 9, 13, 12, 13, 10, 9, 8, 9, 10, 14, 8, 8, 8, 8, 8, 10, 14, 7, 15, 9, 9, 11, 10, 9, 8, 10, 8, 10, 9, 9, 10, 10, 13, 8, 12, 9, 14, 12, 9, 10, 9, 10, 8, 10, 10, 9, 11, 8, 14, 14, 14, 14, 10, 13, 9, 14, 14, 14, 8, 9, 9, 9, 8, 12, 14, 15, 7, 13, 13, 13, 12, 13, 13, 13, 13, 13, 13, 10, 10, 8, 10, 11, 14, 10, 9, 9, 11, 8, 8, 8, 8, 7, 9, 14, 8, 9, 8, 7, 9, 9, 7, 7, 15, 13, 9, 9, 8, 9, 9, 10, 9, 9, 10, 8, 9, 10, 8, 8, 14, 14, 9, 9, 9, 9, 9, 13, 14, 9, 14, 8, 9, 9, 8, 9, 9, 9, 9, 9, 9, 10, 9, 11, 8, 9, 10, 9, 9, 10, 8, 9, 14, 14, 12, 9, 9, 14, 9, 9, 14, 8, 9, 14, 7, 8, 9, 1, 9, 14, 14, 10, 10, 10, 10, 11, 10, 10, 10, 10, 11, 9, 11, 19, 13, 10, 7, 9, 11, 11, 14, 9, 6, 9, 9, 8, 8, 12, 14, 9, 18, 10, 8, 13, 14, 10, 10, 10, 10, 10, 10, 9, 8, 9, 7, 8, 9, 10, 10, 8, 10, 8, 10, 10, 10, 10, 10, 9, 9, 10, 10, 9, 10, 10, 10, 9, 8, 10, 8, 10, 9, 9, 10, 14, 10, 9, 9, 9, 8, 7, 14, 9, 14, 14, 12, 14, 10, 10, 10, 8, 14, 14, 10, 8, 10, 7, 10, 10, 13, 8, 10, 13, 15, 10, 10, 14, 14, 14, 9, 9, 9, 8, 13, 10, 10, 10, 10, 9, 10, 8, 9, 9, 7, 9, 8, 9, 11, 14, 8, 9, 9, 14, 14, 13, 14, 8, 9, 15, 9, 9, 12, 13, 14, 13, 13, 9, 14, 9, 7, 9, 10, 9, 14, 14, 9, 8, 8, 9, 7, 8, 8, 9, 10, 10, 8, 8, 10, 9, 10, 10, 8, 10, 9, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 9, 9, 10, 9, 8, 8, 9, 7, 9, 9, 9, 7, 7, 7]
2183	family	Methanococcaceae	2	2	4			2.29	0.29	[2, 3, 3, 4, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2]
1653	family	Corynebacteriaceae	1	3	7			4.37	0.00	[3, 6, 5, 6, 3, 3, 3, 4, 4, 4, 4, 3, 6, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 6, 5, 4, 6, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 5, 4, 4, 4, 3, 6, 4, 4, 4, 4, 6, 4, 5, 4, 4, 4, 6, 5, 3, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 6, 5, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 6, 5, 6, 6, 6, 4, 6, 6, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 6, 6, 4, 5, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4]
2092	family	Mycoplasmataceae	2	1	5			1.80	0.20	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 3, 1, 2, 2, 1, 3, 2, 2, 2, 2, 2, 2, 3, 2, 1, 3, 1, 1, 3, 1, 3, 2, 5, 3, 1, 1, 5, 1, 3, 1, 1, 3, 3, 2, 1, 3, 2, 2, 2, 1, 2, 2]
1300	family	Streptococcaceae	2	1	9			5.58	0.18	[6, 4, 4, 7, 6, 6, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 4, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 7, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 6, 4, 4, 4, 4, 4, 6, 5, 5, 4, 4, 6, 6, 6, 4, 5, 5, 5, 5, 6, 5, 4, 4, 7, 6, 6, 4, 5, 6, 5, 4, 5, 4, 4, 6, 7, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 2, 2, 5, 4, 7, 5, 5, 4, 7, 7, 4, 5, 6, 5, 6, 6, 6, 7, 6, 4, 5, 7, 7, 7, 4, 5, 2, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 5, 6, 7, 6, 6, 7, 6, 7, 1, 6, 6, 6, 4, 7, 6, 3, 5, 4, 7, 4, 6, 9, 6, 6, 8, 6, 6, 6, 8, 4, 5, 6, 4, 4, 4, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 4, 5, 7, 6, 6, 6, 5, 4, 6, 4, 7, 4, 7, 5, 6, 4, 4, 4, 5, 7, 4, 4, 6, 6, 7, 7, 6, 4, 6, 7, 7, 6, 6, 6, 6, 4, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 6, 6, 5, 6, 4, 4, 6, 7, 5, 5, 5, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 5, 4, 7, 7, 7, 7, 4, 4, 4, 5, 4, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 5, 5, 4, 6, 5, 4, 6, 6, 6, 6, 6, 4, 4, 7, 7, 7, 7, 7, 4, 6, 4, 4, 4, 4, 6, 4, 4, 6, 4, 6, 7, 6, 6, 6, 4, 4, 6, 4, 4, 4, 6, 5, 6, 7, 7, 6, 7, 6, 7, 6, 6, 7, 4, 4, 4, 4, 7, 6, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 6, 4, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 4, 6, 8, 5, 6, 7, 4, 4, 4, 7, 7, 7, 5, 6, 4, 5, 5, 5, 5, 7, 5, 7, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 5, 7, 6, 4, 5, 6, 4, 7, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 6, 4, 4, 6, 6, 4, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 4, 6, 6, 4, 5, 4, 4, 4, 4, 6, 4, 6, 6, 4, 4, 4, 4, 5, 6, 6, 6, 6, 4, 4, 6, 6, 4, 7, 9, 6, 6, 7, 4, 6, 4, 4, 7, 6, 4, 4, 6, 5, 5, 6, 4, 6, 6, 7, 8, 4, 1, 4, 1, 1, 1, 1, 1, 8, 6, 6, 5, 6, 6, 4, 4, 4, 7, 8, 4, 6, 7, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6]
76892	family	Caulobacteraceae	4	1	3			2.00	0.71	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 3]
191412	family	Chlorobiaceae	4	1	3			1.70	0.41	[2, 2, 2, 1, 2, 1, 2, 2, 3, 3, 1, 2, 1, 2, 2, 2]
118883	family	Sulfolobaceae	3	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
775	family	Rickettsiaceae	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2206	family	Methanosarcinaceae	6	1	3			2.50	0.50	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 3, 2]
186814	family	Thermoanaerobacteraceae	6	1	4			3.06	1.06	[4, 4, 1, 1, 1, 2, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3]
183713	family	Methanopyraceae	1	1	1			1.00	0.00	[1]
2267	family	Thermoproteaceae	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2259	family	Thermococcaceae	3	1	2			1.33	0.47	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
85016	family	Cellulomonadaceae	3	1	4			2.43	1.23	[1, 1, 2, 2, 2, 2, 3, 3, 2, 4]
