OTUID	B1	B1D1	B1D2	B1D3	B1D4	B1D5	B1L1	B1L2	B1L3	B1L4	B1L5	B1R1	B1R2	B1R3	B1R4	B1R5	B1U1	B1U2	B1U3	B1U4	B1U5	B2	B2D1	B2D2	B2D3	B2D4	B2D5	B2L1	B2L2	B2L3	B2L4	B2L5	B2R1	B2R2	B2R3	B2R4	B2R5	B2U1	B2U2	B2U3	B2U4	B2U5	B3	B3D1	B3D2	B3D3	B3D4	B3D5	B3L1	B3L2	B3L3	B3L4	B3L5	B3R1	B3R2	B3R3	B3R4	B3R5	B3U1	B3U2	B3U3	B3U4	B3U5	T0	T0D1	T0D2	T0D3	T0D4	T0D5	T0D6	T0L1	T0L2	T0L3	T0L4	T0L5	T0L6	T0R1	T0R2	T0R3	T0R4	T0R5	T0R6	T0U1	T0U2	T0U3	T0U4	T0U5	T0U6	T1	T1D1	T1D2	T1D3	T1D4	T1D5	T1D6	T1L1	T1L2	T1L3	T1L4	T1L5	T1L6	T1R1	T1R2	T1R3	T1R4	T1R5	T1R6	T1U1	T1U2	T1U3	T1U4	T1U5	T1U6	DL1	DL10	DL30	DL5	DL75	DR1	DR10	DR30	DR5	DR75	HA0	UL1	UL10	UL30	UL5	UL75	UR1	UR10	UR30	UR5	UR75
OTU_26463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	3	0	0	3	3	4	0	1	0	1	2	2	0	2	1	6	4	13	12
OTU_1192	9	8	8	8	3	10	1	10	3	9	4	3	4	7	2	2	6	6	2	4	6	1	2	2	0	5	2	4	0	2	6	0	5	3	2	10	2	4	7	8	5	3	6	9	0	3	3	0	3	0	7	8	3	3	5	8	7	2	0	1	1	7	4	4	7	3	15	0	6	2	4	3	5	5	9	6	4	12	3	8	5	3	7	1	2	6	1	6	7	2	9	5	8	4	0	11	14	1	2	0	3	9	7	4	6	4	6	7	8	10	12	15	5	9	8	17	12	0	9	5	9	19	46	4	2	10	25	9	8	20	17	19	6	8
OTU_380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	3	12	2	7	0	22	28	22	4	5	3	7	3	4	2	4	17
OTU_32590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	7	13	8	14	33	2	24	4	9	4	6	12	8	5	2	29	9	13	8
OTU_50916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	425	0	1940	4404	0	7	5	0	0	2	0	0	1	0	1	2	0	0	1	0
OTU_537	3	12	1	2	1	0	16	3	1	0	10	1	0	3	1	14	1	4	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0	1	3	1	0	0	0	1	4	0	0	0	1	1	2	7	5	6	4	34	14	20	10	6	10	7	10	5	4	6	22	21	27	11	4	17	4	24	16	12	17	9	28	12	8	16	8	16	6	11	4	14	8	6	6	4	14	14	4	9	2	28	15	2	4	1	6	14	2	1	2	6	1	6	42	0	0	5	14	2	0	1	22	10	4	0
OTU_56404	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	2	2	5	24	1	10	1	7	3	3	4	5	5	8	8	0	20	2
OTU_75832	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	1	5	1	4	1	0	2	0	0	0	2	1	5	1	0	0	0	3	2	1	0	0	4	3	2	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	45	48	48	58	47	79	180	13	41	34	54	75	51	72	50	32	21	59	26	83	39
OTU_16276	71	39	28	1	3	0	53	5	0	5	78	1	16	4	7	91	0	5	24	0	3	0	1	0	0	0	0	74	0	0	0	0	0	2	0	3	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	3	0	0	2	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	7	2	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	18	25	7	16	6	33	63	5	31	22	14	28	31	11	27	8	30	12	30	26	11
OTU_745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	2	0	1	0	5	0	1	8	3	12	3	7	4	10	0	8	0	11
OTU_55676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	3	26	10	18	12	0	13	11	11	17	29	32	24	2	6	16	6	25	3
OTU_18779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	3	2	9	6	5	2	0	1	13	19	10	3	5	8	2	4	1	6	2
OTU_55	0	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	2	3	0	2	0	0	0	7	1	2	0	0	0	12	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	79	100	28	123	13	54	72	13	22	86	76	353	252	63	530	7	50	37	17	60	4
OTU_3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	10	8	12	4	21	16	24	11	2	8	18	11	5	1	10	9	9	4	8	16
OTU_1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	74	10	67	14	92	168	2	128	44	46	94	98	60	191	4	188	105	28	223	2
OTU_48862	4	1	3	0	0	0	8	2	0	1	2	0	1	0	5	16	1	3	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	8	2	3	4	0	6	17	33	10	9	12	14	1	4	4	2	1	5
OTU_4331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	41	19	9	11	44	51	27	29	9	27	39	42	16	21	42	22	20	8	49	40
OTU_202	17	19	23	23	36	22	3	19	17	13	6	26	45	43	11	1	23	30	15	14	37	4	18	30	33	7	3	6	2	21	11	5	16	12	27	5	16	6	18	17	60	0	28	31	20	16	10	19	27	30	27	8	8	23	7	30	19	20	16	35	11	12	14	25	28	23	54	2	40	10	9	15	14	23	18	26	64	42	3	3	10	16	37	11	17	14	10	31	20	8	13	36	1	14	6	30	3	4	9	1	21	4	13	8	24	2	2	3	75	8	13	33	14	8	10	10	19	4	14	24	49	9	10	18	17	16	17	13	11	21	19	30	9	14
OTU_7900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_210	1	2	1	0	0	1	0	1	2	0	0	0	3	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	3	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	54	49	56	74	18	38	18	4	35	68	84	199	74	44	81	11	59	21	30	2	5
OTU_27893	2	7	8	2	8	0	8	18	3	3	3	4	6	11	0	0	1	10	0	0	5	0	0	0	0	0	1	1	0	2	1	0	0	0	0	4	0	0	1	5	1	0	1	1	3	2	2	2	1	1	2	1	5	1	0	3	1	0	0	3	1	5	0	1	3	5	2	5	6	7	1	1	4	3	6	2	0	5	0	1	11	3	1	5	1	8	5	1	6	1	14	7	5	5	0	5	5	0	0	1	1	1	3	5	5	11	1	3	3	5	10	4	3	5	3	7	4	6	9	8	8	1	18	7	7	8	12	5	10	4	13	11	14	17
OTU_16623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_18675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	33	112	69	26	42	23	19	40	30	48	58	84	76	99	93	18	34	26	25	24
OTU_679	0	0	2	0	1	0	0	0	0	1	3	5	7	3	0	0	4	7	3	0	0	1	2	3	0	0	0	0	0	6	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	1	0	12	1	0	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	16	19	19	8	14	20	12	22	20	15	6	14	25	5	9	9	21	22	15	37
OTU_556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	13	35	1	2	29	12	31	30	85	0	4	12	35	5	26	187	90	40	41	50
OTU_544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	43	2	31	21	0	58	18	2	4	26	43	10	5	40	16	6	18	0
OTU_44502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	1	0	0	2	0	0	2	0	1	1	1	3	0	2	1	7	10
OTU_35205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	14	19	21	14	39	32	29	8	3	38	28	28	16	13	62	16	16	13	22	32
OTU_80911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4	3	2	6	0	4	1	11	0	2	3	2	4	4	5	1	5	1
OTU_95709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	405	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_138	15	4	11	26	12	192	1	10	86	6	6	10	29	37	22	0	27	11	59	10	8	66	73	21	87	76	67	27	93	12	40	84	125	51	44	20	34	74	132	9	8	1	4	29	6	7	1	6	7	13	7	1	1	4	5	4	0	20	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	133	0	2	0	0	18
OTU_2931	1	5	0	1	3	0	2	1	1	0	2	1	5	4	1	0	0	2	2	0	4	0	0	2	0	0	0	0	0	1	0	5	0	1	0	0	1	0	1	0	0	0	2	0	2	0	1	3	1	3	1	0	0	0	0	5	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	2	2	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	4	2	1	9	7	3	2	19	2	3	9	15	0	2	1	13	10	17	2
OTU_18104	2	10	10	6	6	8	23	6	5	17	5	5	14	4	0	0	10	6	7	6	2	4	16	24	42	10	11	3	5	14	20	13	10	8	35	18	7	27	9	15	28	14	18	16	21	16	5	2	43	41	25	22	13	13	17	29	6	10	24	15	5	14	4	1	3	1	7	2	0	1	1	3	2	5	1	1	0	8	0	0	1	1	0	3	4	2	0	1	0	0	0	2	0	1	0	1	1	0	1	0	0	1	1	1	3	0	0	1	0	0	1	1	1	52	31	79	18	9	23	10	17	23	72	13	5	78	23	22	32	28	28	20	26	83
OTU_18303	0	3	6	4	0	0	0	5	0	0	4	0	2	4	0	0	0	21	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	2	1	2	1	1	0	0	5	0	1	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1	0	1	1	0	0	17	14	4	8	4	9	14	5	8	4	10	17	15	12	21	7	8	8	8	4	4
OTU_32557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	31	1	0	4	7	0	3	0	6	8	7	0	6	5	2	4	0	13	6
OTU_62253	15	37	67	55	66	73	5	31	27	50	28	71	45	57	3	4	89	95	63	28	52	2	45	55	41	27	13	8	1	45	23	44	23	22	53	20	30	41	44	61	51	38	26	31	19	35	29	12	38	44	18	13	11	28	19	72	16	22	33	40	3	32	14	7	9	9	8	9	8	13	4	11	3	11	6	10	13	13	2	16	5	15	6	2	4	10	4	5	11	0	11	9	6	15	1	8	3	0	0	0	12	5	16	16	12	11	10	4	11	10	5	10	4	34	10	9	13	5	45	24	49	3	10	41	50	14	21	24	14	18	4	10	2	17
OTU_26934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	1	0	2	0	0	0	0	4	0	1	0	2	7	0	3	0	1	3
OTU_1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	5	2	21	11	4	5	29	8	6	5	7	4	5	9	6	17	1	2
OTU_2363	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	2	0	1	0	0	0	1	2	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	1	3	0	2	0	0	2	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	2	0	0	3	2	0	2	3	1	1	2	2	1	2	0	2	0	0	0
OTU_96052	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	14	1	5	9	27	22	13	24	4	2	15	5	2	2	6	19	3	26	21
OTU_218	1	5	10	4	5	0	3	8	1	3	0	0	2	2	7	10	0	34	17	0	16	0	1	0	0	0	0	8	0	5	0	0	0	0	1	2	2	0	0	0	0	216	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	9	45	12	79	71	5	64	74	20	18	15	33	34	6	33	52	129	37	18
OTU_78361	14	31	16	28	16	48	3	13	32	42	26	40	30	17	0	1	38	14	47	12	25	3	31	26	28	16	17	20	2	20	24	17	18	15	19	19	12	44	29	8	19	0	6	5	13	11	1	9	9	14	8	15	6	3	6	3	7	8	4	9	1	13	10	0	4	7	5	4	3	6	3	6	6	2	1	3	0	6	1	5	6	7	3	5	1	5	3	4	2	0	9	4	5	5	0	2	2	1	1	0	6	5	3	4	7	6	4	1	2	6	6	6	4	20	19	32	17	15	28	40	22	22	28	18	56	27	19	10	23	11	20	18	18	3
OTU_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	29	68	18	6	18	81	0	141	1	41	1	30	20	19	94	6	22	5	45	26
OTU_103	3	7	1	14	29	11	0	0	25	5	0	2	9	2	5	0	4	8	4	4	3	18	16	2	25	8	15	20	10	5	9	19	21	30	15	5	14	13	10	11	27	12	11	17	22	18	14	42	23	38	43	30	21	16	28	48	5	9	20	23	17	15	9	14	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	6	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	11	26	20	11	0	1	1	96	20	44	0	1	5	1	13	111	115	125	92	103	310
OTU_129	0	1	0	0	2	17	0	2	2	2	1	0	2	2	0	2	0	1	1	1	1	6	0	6	3	3	5	0	4	1	7	1	5	7	2	1	3	1	3	6	14	0	4	1	1	4	4	0	7	4	5	6	0	0	0	12	1	4	12	4	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	50	80	20	5	35	11	87	61	100	19	11	175	270	68	53	29	91	44	174	95
OTU_29852	3	1	0	0	1	0	2	2	0	0	1	1	16	13	0	2	2	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	7	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	31	26	24	15	45	14	20	0	8	80	122	68	6	75	25	29	8	8	5	11
