OTUID	B1	B1D1	B1D2	B1D3	B1D4	B1D5	B1L1	B1L2	B1L3	B1L4	B1L5	B1R1	B1R2	B1R3	B1R4	B1R5	B1U1	B1U2	B1U3	B1U4	B1U5	B2	B2D1	B2D2	B2D3	B2D4	B2D5	B2L1	B2L2	B2L3	B2L4	B2L5	B2R1	B2R2	B2R3	B2R4	B2R5	B2U1	B2U2	B2U3	B2U4	B2U5	B3	B3D1	B3D2	B3D3	B3D4	B3D5	B3L1	B3L2	B3L3	B3L4	B3L5	B3R1	B3R2	B3R3	B3R4	B3R5	B3U1	B3U2	B3U3	B3U4	B3U5	T0	T0D1	T0D2	T0D3	T0D4	T0D5	T0D6	T0L1	T0L2	T0L3	T0L4	T0L5	T0L6	T0R1	T0R2	T0R3	T0R4	T0R5	T0R6	T0U1	T0U2	T0U3	T0U4	T0U5	T0U6	T1	T1D1	T1D2	T1D3	T1D4	T1D5	T1D6	T1L1	T1L2	T1L3	T1L4	T1L5	T1L6	T1R1	T1R2	T1R3	T1R4	T1R5	T1R6	T1U1	T1U2	T1U3	T1U4	T1U5	T1U6	DL1	DL10	DL30	DL5	DL75	DR1	DR10	DR30	DR5	DR75	HA0	UL1	UL10	UL30	UL5	UL75	UR1	UR10	UR30	UR5	UR75
OTU_84631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	2	0	4	2	1	1	1	3	4	1	5	1	0	0	1	3	1	1
OTU_22673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	8	0	0	7	8	15	1	24	15	34	22	2	3	4	27	2	2	6	15
OTU_362	2	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	2	4	3	4	3	3	0	1	0	3	11	9	13	0	1	0	3	0	1	3	4	6	14	20	14	24	13	25	34	18	57	12	22	27	9	26	39	24	17	35	22	29	8	32	12	27	21	8	26	25	33	15	47	21	24	7	10	37	8	37	29	8	15	20	6	16	5	42	21	12	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_37896	1	3	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	3	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	1	0	2	0	0	0	1	1	1	1	0	0	1	1	2	0	1	1	2	1	0	0	3	0	0	0	0	1	1	0	0	0	0	2	1	0	3	2	0	10	23	18	3	6	8	8	12	29	69	1	0	6	14	13	13	73	10	22	5	10
OTU_12755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_19674	2	1	1	7	6	2	1	3	4	5	1	5	2	4	0	0	3	3	4	7	4	1	6	4	3	5	0	5	1	1	2	8	7	3	1	6	2	9	5	1	8	0	3	3	1	4	1	7	2	4	2	3	4	1	3	4	1	3	1	6	1	2	1	0	4	0	3	3	1	2	3	4	1	2	3	4	1	2	3	5	4	2	2	1	0	2	0	0	4	0	1	2	3	1	0	3	0	0	1	0	6	0	0	0	1	1	1	1	4	2	3	1	2	6	4	1	1	0	2	4	4	0	2	0	1	2	1	2	5	5	0	0	1	1
OTU_9853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1
OTU_67385	1	3	2	0	0	0	1	14	2	0	4	0	3	4	1	13	0	10	10	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	4	0	0	2	0	0	0	0	2	1	1	1	1	0	0	0	1	0	1	1	33	3	0	2	1	4	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	2	3	0	1	0	5	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	0	94	41	36	44	18	90	101	42	55	1	55	121	45	24	48	63	50	22	25	41	62
OTU_48453	11	4	6	2	0	0	2	14	1	0	5	0	9	6	2	0	1	18	11	0	13	0	2	3	1	0	0	3	0	0	0	2	1	0	2	2	2	0	0	2	0	0	0	2	0	0	0	7	0	2	2	1	0	2	1	1	4	1	0	1	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	1	0	2	4	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	4	0	0	1	0	30	23	38	51	8	61	16	26	64	30	20	19	24	32	20	36	28	80	105	29	56
OTU_24506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	2	1	0	1	1	0	1	1	0	2	0	3	1	0	5
OTU_3978	4	8	6	0	3	1	9	14	6	3	6	2	4	7	1	5	1	4	10	0	3	1	1	0	3	1	0	4	0	0	0	7	1	0	0	1	1	1	3	0	0	0	1	4	2	2	4	6	1	1	1	1	2	1	0	2	2	1	3	2	1	7	0	0	0	0	0	0	2	1	1	1	0	1	1	0	0	0	0	1	3	3	1	1	0	2	0	3	2	0	7	4	0	2	0	1	0	1	0	0	1	1	1	0	4	0	0	0	0	4	7	4	1	7	5	4	1	0	4	19	2	5	24	1	4	4	9	2	0	0	4	6	4	5
OTU_823	0	1	0	0	1	2	1	0	1	0	0	1	2	1	1	0	0	0	0	1	0	0	0	0	0	4	4	0	0	3	1	0	0	2	0	1	3	1	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	3	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	8	10	20	0	12	7	1	12	14	5	1	4	14	11	5	12	12	6	7	5
OTU_797	1	4	0	2	3	0	0	2	0	1	0	1	5	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21	1	1	2	3	4	2	2	3	0	1	1	2	3	1	3	1	0	0	0	2	3	7	6	1	1	18	5	8	3	11	9	3	5	5	0	6	3	5	6	7	1	10	1	5	3	6	5	2	12	1	4	8	2	2	1	2	3	10	3	3	1	4	0	14	3	3	0	11	2	3	7	0	0	3	0	0	0	1	0	0	7	1	0	2	1	2	0	0	5	0	1	0
OTU_65	67	100	61	73	72	47	23	68	58	66	38	97	44	51	33	35	97	89	69	89	83	22	20	30	54	41	27	22	26	37	9	26	25	40	74	53	99	26	24	26	13	4	65	53	85	49	84	53	161	88	74	123	18	90	32	116	55	70	96	106	64	26	43	8	11	8	15	0	4	0	10	9	1	5	3	4	7	9	1	4	1	0	6	3	9	1	1	2	4	4	1	9	3	7	1	6	2	3	9	0	4	5	6	2	6	1	3	3	11	0	5	9	3	6	8	10	0	2	4	9	19	4	13	4	7	2	3	1	18	8	9	7	8	3
OTU_126	1	3	6	0	2	0	0	2	1	2	1	1	2	21	6	0	0	22	23	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	3	4	3	7	1	3	5	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	114	178	87	94	68	114	314	46	115	33	94	89	104	106	105	168	225	167	86	292	113
OTU_46994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_414	3	0	6	1	0	2	0	3	1	3	7	2	2	1	2	3	1	5	0	3	9	0	0	0	0	0	2	1	0	4	0	1	2	2	2	2	0	2	1	1	0	0	0	0	2	1	1	1	0	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	27	16	8	31	9	42	23	15	17	19	32	28	26	46	9	15	16	5	26	6	20
OTU_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239	492	229	293	313	594	958	98	1128	190	308	247	458	219	315	392	234	502	182	1066	573
OTU_54969	6	1	0	1	0	0	1	0	1	0	1	2	0	0	7	5	2	0	2	1	0	4	0	0	0	0	1	1	1	0	1	0	3	1	0	0	1	0	1	0	0	0	0	1	2	3	4	0	0	0	0	1	2	1	5	1	3	4	2	2	2	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1	0	0	0	0	3	4	1	0	0	1	0	0	0	0	0
OTU_1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	2	2	1	10	2	5	0	0	9	7	3	4	2	15	2	2	6	1	2
OTU_148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	38	20	76	26	149	112	10	142	1	33	41	22	36	50	251	326	97	0	145	16
OTU_107	0	3	0	3	0	0	0	0	0	0	0	0	1	8	9	0	2	43	61	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	8	0	11	0	1	0	0	3	0	10	4	0	1	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	88	54	55	55	44	90	22	67	6	40	142	218	183	35	102	110	26	16	25	12	27
OTU_23116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	10	4	67	6	71	15	6	91	5	48	2	12	52	8	7	26	49	58	30	3
OTU_26502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10	0	1	2	0	5	5	0	3	1	2	0	0	5	11	0	1	2	3	4	0	2	0	0	1	1	0	2	2	0	4	6	2	2	1	3	0	2	1	5	5	5	0	1	0	8	1	2	3	0	13	10	4	1	7	19	0	4	0	0	21	7	7	6	12	22	8	0	2	1	1
OTU_18895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11818	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	4	0	7	1	2	0	4	0	12	1	7	2	4	70	0	5	1	15	8
OTU_341	2	2	2	13	5	1	3	5	3	4	2	0	4	5	3	2	1	0	3	2	2	0	4	1	0	0	0	2	0	7	0	1	1	0	0	1	3	2	1	1	4	18	8	4	4	3	8	13	6	6	6	9	8	8	7	4	2	2	4	5	0	5	16	35	55	27	90	35	56	44	30	46	48	39	36	45	25	36	29	40	23	31	33	38	31	38	24	40	34	20	17	37	40	44	20	37	26	7	5	14	26	43	44	32	34	40	16	30	34	41	27	12	23	8	7	5	1	3	3	1	10	4	7	1	0	5	3	8	32	4	4	0	11	3
OTU_68977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1
OTU_24588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	1	1	2	2	6	0	0	0	1	0
OTU_102050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_80566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	2	5	4	1	2	0	1	0	3	1	1	1	1	4	1	3	0
OTU_62251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0
OTU_319	13	11	19	4	14	0	11	34	1	11	59	3	15	14	20	30	7	11	18	4	7	0	0	0	0	2	3	41	0	6	2	1	1	0	0	2	7	1	0	4	3	1	2	12	3	2	3	7	5	7	8	2	1	1	1	4	31	5	4	3	3	38	1	2	2	2	0	6	2	8	1	2	1	0	0	0	0	0	1	3	6	1	0	0	0	3	1	1	0	0	10	1	4	3	0	4	0	0	0	0	1	4	1	2	0	5	5	0	1	4	2	1	5	5	8	21	13	11	18	31	11	20	48	2	4	14	29	7	13	9	43	12	55	30
OTU_19654	0	3	4	7	14	1	1	3	6	5	9	9	3	4	0	0	6	5	4	3	3	0	7	5	0	4	0	1	0	5	2	3	0	1	2	11	1	4	2	1	0	2	1	3	0	2	1	0	1	3	3	3	2	0	1	1	4	0	0	2	0	3	1	7	2	5	3	20	3	3	2	11	3	5	1	2	1	5	4	2	7	3	4	5	2	3	4	3	5	0	5	5	7	7	0	8	8	0	0	0	6	16	5	2	1	7	1	5	9	4	5	5	1	1	2	0	0	0	0	1	1	0	0	0	1	0	2	2	13	0	1	0	3	6
OTU_722	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	4	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	5	10	0	4	1	0	0	0	1	2	2	4	23	3	0	3	11	6	3	7	4	0	0	1	0	1	10	0	10	17	3	0	0	7	0	2	1	3	0	11	0	4	0	125	1	3	15	3	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	1	3	0	0
OTU_14022	4	2	3	3	1	2	0	2	1	0	1	1	5	2	0	7	1	4	2	0	0	1	2	0	1	3	0	2	0	1	2	2	1	0	1	3	1	1	2	0	0	0	0	3	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1	2	1	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	1	0	3	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	2	9	0	0	1	0	47	6	12	2	6	11	9	25	15	49	3	0	11	27	6	27	58	10	5	7	39
OTU_26992	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	9	7	3	15	8	7	8	2	11	19	3	8	7	23	9	6	6	8	11
OTU_39	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	201	304	162	29	101	146	246	176	70	133	179	115	87	261	185	85	56	51	63	95
OTU_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	4	0	21	20	17	5	12	0	5	86	9	35	67	12	52	23	12	55	6	45
OTU_93820	5	2	1	3	3	10	1	2	6	2	1	2	6	4	3	0	1	4	9	3	2	2	5	1	2	3	2	3	1	3	21	1	4	4	3	4	2	2	1	10	8	3	9	7	11	15	3	13	13	6	8	9	12	15	5	11	2	5	3	7	1	2	6	1	2	0	2	0	0	1	2	0	1	0	1	4	3	5	1	1	1	4	0	0	5	0	0	1	4	3	4	2	0	1	0	3	4	0	6	0	2	2	2	2	1	0	2	1	0	0	3	7	3	0	2	0	5	0	2	2	7	7	0	1	0	3	0	7	14	8	2	2	12	21
OTU_19757	2	1	11	0	1	0	5	2	1	0	1	1	3	3	1	5	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	2	0	0	0	1	1	0	0	0	0	0	2	1	0	0	1	4	0	1	1	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	12	34	29	11	4	22	19	37	26	35	14	25	21	15	21	22	21	42	19	33	4
OTU_99	0	0	3	0	0	0	0	13	0	1	0	0	2	0	0	4	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	41	1	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	79	78	26	52	102	78	114	18	63	29	74	120	89	68	90	37	23	64	38	84	31
OTU_61379	0	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	9	7	0	0	6	11	0	2	2	2	0	1	4	1	5	5	3	1	3	0
OTU_71369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	0	2	0	0	4	3	0	1	0	2	1	2	2	1	0
OTU_3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0
