$index.pair
    name1 name2 D.ij.ruzicka G.ij.ruzicka Ds.ij.ruzicka Gs.ij.ruzicka C.ij.ruzicka
 [42,] 0.5979328 0.4624342 0.2437920 0.3549215 0.4674516 0.4970116 0.2120610 0.3200433
 [43,] 0.5591257 0.4799461 0.2418730 0.4303935 0.2512856 0.3682530 0.2120058 0.3481815
 [44,] 0.6045757 0.5074299 0.2334546 0.3265471 0.2721858 0.5327490 0.2225405 0.4989591
 [45,] 0.4644587 0.5680783 0.3743135 0.6065005 0.5217399 0.5888582 0.4460442 0.3193121
 [46,] 0.5907694 0.5318193 0.6000564 0.3303258 0.4875009 0.4922124 0.2890957 0.3261602
 [47,] 0.5791892 0.5398874 0.2667571 0.3313039 0.4305494 0.4574797 0.2030011 0.3631808
 [48,] 0.5233980 0.4882772 0.2433126 0.4526171 0.4324749 0.4489016 0.4708771 0.1988847
 [49,] 0.4589844 0.3057438 0.3310475 0.3302296 0.3508309 0.2130355 0.4714824 0.3397856
 [50,] 0.4320505 0.3840345 0.3021349 0.5782011 0.6649662 0.5721728 0.2816854 0.5591376
 [51,] 0.4278231 0.2256622 0.4952155 0.2453703 0.3377687 0.1886714 0.4503264 0.2071356
 [52,] 0.3105865 0.3641054 0.3046528 0.3364001 0.3014545 0.5744686 0.2648533 0.2751529
 [53,] 0.3498443 0.4544064 0.3689882 0.4529753 0.5353832 0.4010453 0.5281008 0.6161332
 [54,] 0.4760669 0.4110606 0.6518535 0.3061732 0.3651981 0.4764811 0.6428192 0.3518633
 [55,] 0.4102175 0.2489596 0.2566191 0.3481972 0.4795205 0.1802874 0.2797973 0.4693146
 [56,] 0.4219694 0.2352666 0.2900216 0.2558842 0.1983058 0.4266843 0.2835016 0.3124241
 [57,] 0.4288466 0.2200461 0.2671028 0.4402136 0.4611270 0.2504229 0.2604064 0.3430152
 [58,] 0.4203914 0.3330168 0.2652864 0.2695877 0.4615357 0.4076535 0.2403775 0.4833557
 [59,] 0.3180595 0.4769618 0.4077848 0.5774678 0.5706930 0.5786314 0.4662748 0.3264343
 [60,] 0.4157542 0.4201904 0.6239359 0.3341514 0.4204201 0.3327289 0.2628585 0.3335603
 [61,] 0.4604453 0.4080911 0.2962084 0.2685014 0.2867509 0.2149813 0.2830776 0.3555131
 [62,] 0.4890790 0.3322808 0.2801548 0.4277377 0.3463266 0.2263866 0.5050286 0.2609461
 [63,] 0.2704145 0.3522696 0.2882192 0.6131290 0.6140361 0.5628913 0.4651368 0.5755671
 [64,] 0.2511976 0.3096005 0.5850433 0.3290253 0.3238999 0.2287910 0.2607025 0.3457284
 [65,] 0.4809826 0.3571611 0.2733018 0.3702120 0.2593958 0.5768037 0.4674922 0.3410061
 [66,] 0.5313229 0.4224708 0.4418780 0.4502435 0.5242758 0.3877678 0.5797931 0.5607845
 [67,] 0.4076097 0.3379436 0.6150302 0.3527694 0.3449090 0.4966996 0.6272623 0.3344707
 [68,] 0.2509336 0.2901563 0.3156140 0.3205142 0.4844536 0.1874244 0.4606908 0.5168064
 [69,] 0.2892136 0.3243686 0.2961082 0.3000753 0.3688044 0.4302233 0.4567947 0.3533314
 [70,] 0.2740907 0.3269338 0.2906608 0.4644722 0.4709713 0.2698978 0.4644044 0.2972435
 [71,] 0.3820032 0.3099457 0.2859228 0.3313039 0.4757460 0.4150172 0.4615221 0.4923040
 [72,] 0.4713613 0.4590254 0.3701202 0.5059669 0.6669531 0.5733685 0.5151841 0.3462479
 [73,] 0.2611724 0.4612496 0.6166400 0.3773648 0.3645211 0.3364957 0.4739389 0.3283180
 [74,] 0.2541319 0.4342686 0.3035936 0.3651366 0.3383568 0.2163555 0.4591347 0.3979939
 [75,] 0.3669035 0.3708843 0.2922735 0.4645808 0.3338000 0.2314230 0.3475846 0.3597198
 [76,] 0.2410543 0.3873339 0.5840979 0.5424226 0.5776541 0.5693044 0.4650284 0.5690334
 [77,] 0.4673840 0.4198887 0.2555515 0.6196290 0.6295575 0.4681946 0.3535030 0.5702696
 [78,] 0.5272151 0.4484861 0.4164328 0.6338457 0.5100534 0.6208232 0.5483647 0.5386718
 [79,] 0.4020452 0.4219694 0.6297304 0.6032746 0.6284650 0.4663560 0.6746497 0.5571397
 [80,] 0.2440582 0.3906794 0.2558667 0.6270345 0.5068527 0.5669091 0.3393413 0.3728826
 [81,] 0.2879663 0.3249986 0.2593435 0.5815552 0.6729696 0.4063976 0.3320887 0.5907008
 [82,] 0.2650439 0.3772133 0.2594132 0.3867500 0.4998532 0.6057513 0.3433627 0.6177954
 [83,] 0.3815210 0.3351250 0.2468750 0.5765938 0.5549919 0.4655434 0.3379595 0.4649063
 [84,] 0.4466415 0.4675868 0.4045687 0.4795205 0.5224061 0.5543548 0.4375489 0.5655842
 [85,] 0.2387188 0.4355514 0.5964379 0.5881818 0.6244696 0.5585042 0.3552329 0.5895684
 [86,] 0.2859398 0.4391068 0.2629627 0.5492737 0.6083307 0.5748194 0.3451927 0.6098894
 [87,] 0.3535186 0.3607566 0.2655461 0.5909065 0.5820645 0.5791544 0.5187534 0.5522470
 [88,] 0.4624750 0.3765614 0.5811151 0.3651519 0.3142087 0.5816941 0.4053007 0.2613464
 [89,] 0.5082627 0.4545988 0.5697283 0.4577124 0.5163758 0.3657516 0.5789220 0.5807442
 [90,] 0.4031465 0.3863755 0.5084804 0.3200596 0.3146011 0.4908898 0.5923106 0.3577356
 [91,] 0.1948620 0.2707587 0.5589584 0.3486995 0.4604589 0.2146145 0.4317817 0.4737781
 [92,] 0.2571962 0.2557266 0.5573433 0.2937826 0.3449090 0.4313145 0.4051836 0.2817364
 [93,] 0.2378079 0.2207751 0.5588030 0.3890233 0.4627470 0.2850940 0.4302659 0.3268372
 [94,] 0.3709454 0.3237544 0.5554484 0.2929613 0.4602270 0.4089074 0.4351146 0.4776823
 [95,] 0.4661665 0.4842024 0.6018136 0.5581573 0.5959276 0.5573673 0.5052601 0.3262570
 [96,] 0.2395040 0.4217114 0.4312437 0.3634120 0.3393096 0.3374029 0.4326162 0.3283019
 [97,] 0.2680355 0.4128602 0.5551001 0.2674656 0.2972435 0.2218311 0.4103338 0.3534718
 [98,] 0.3415286 0.3334324 0.5575229 0.4340993 0.2987772 0.2306486 0.3194584 0.2465919
 [99,] 0.3909327 0.4025887 0.4593123 0.3955384 0.5005264 0.6119436 0.5044239 0.6099894
[100,] 0.5335539 0.3997495 0.6402172 0.3572698 0.3518945 0.4351710 0.6904608 0.3712202
[101,] 0.4603498 0.3661511 0.2748275 0.2979274 0.4656112 0.5736963 0.2610506 0.4806240
[102,] 0.4572058 0.4069528 0.2190245 0.3423829 0.3157283 0.4179034 0.2441469 0.3198971
[103,] 0.4765612 0.3683909 0.2696739 0.4717109 0.4368461 0.6084199 0.2625111 0.3174244
[104,] 0.5044239 0.3936548 0.2573535 0.3386586 0.4525069 0.4304076 0.2636917 0.5048614
[105,] 0.3100443 0.5055300 0.3764400 0.6300869 0.6408979 0.5195106 0.4446672 0.3151240
[106,] 0.4759599 0.4738451 0.6075613 0.3108329 0.3599675 0.5756955 0.2444130 0.3027651
[107,] 0.4906801 0.4804911 0.2765215 0.3254667 0.2673620 0.5394210 0.2374325 0.3557309
[108,] 0.5049257 0.4105955 0.2724950 0.3938330 0.3038751 0.5462638 0.4860645 0.2757519
[109,] 0.5029679 0.4221270 0.7016154 0.4614268 0.5188670 0.5169962 0.7071507 0.6295575
[110,] 0.5035481 0.4645808 0.4270119 0.4183930 0.3372120 0.3869746 0.5073529 0.5174391
[111,] 0.5535245 0.4572469 0.4417383 0.4457523 0.5045011 0.4748899 0.5087108 0.6449782
[112,] 0.5133930 0.4586153 0.4350865 0.5040634 0.3593482 0.4201904 0.5104621 0.5483162
[113,] 0.5615589 0.4502849 0.4379843 0.4293010 0.3612358 0.4946028 0.4887899 0.5029421
[114,] 0.3958643 0.5448516 0.4430646 0.6603759 0.5233478 0.5706577 0.4900506 0.6001692
[115,] 0.5270029 0.5445347 0.6631380 0.3798309 0.5033547 0.4402836 0.5412112 0.5997744
[116,] 0.5337890 0.5384874 0.4359034 0.4479180 0.5015479 0.4177161 0.4843479 0.6540255
[117,] 0.5537893 0.5087236 0.4092132 0.3303579 0.5482556 0.4053885 0.5423248 0.6023085
[118,] 0.3811139 0.3669649 0.6237506 0.4151763 0.4484030 0.4894730 0.6709193 0.4965435
[119,] 0.4366492 0.4097665 0.6257859 0.3871842 0.3758786 0.3482129 0.6537961 0.3661357
[120,] 0.4018394 0.3769859 0.6217968 0.4471829 0.4592440 0.5129351 0.6524076 0.3693861
[121,] 0.4307903 0.3862855 0.6225615 0.3151077 0.4434272 0.3065693 0.6607682 0.5255780
[122,] 0.5316208 0.5242633 0.5843171 0.5710338 0.6481091 0.4685591 0.6696270 0.3653672
[123,] 0.4022803 0.4807966 0.4663560 0.3168702 0.3864204 0.5220793 0.6934147 0.3807518
[124,] 0.4193569 0.4859062 0.6136712 0.3576890 0.3245948 0.4899456 0.6878205 0.4012513
[125,] 0.3654288 0.4203053 0.6191903 0.4506856 0.3233662 0.5041921 0.5947808 0.3438995
[126,] 0.2765215 0.2999256 0.2323585 0.2445549 0.4888031 0.4351146 0.2146328 0.5096701
[127,] 0.2052468 0.2539389 0.2065065 0.4526447 0.2964423 0.2731988 0.1983245 0.5220165
[128,] 0.3561665 0.3364479 0.1981003 0.3533158 0.2410722 0.4147136 0.2100167 0.3335283
[129,] 0.4626926 0.4985960 0.3682990 0.5664599 0.5373433 0.5600451 0.4342968 0.4942375
[130,] 0.2285382 0.4334076 0.5657736 0.3611585 0.4690449 0.3497502 0.2902908 0.5067244
[131,] 0.2780585 0.4276524 0.2635702 0.3315282 0.4492477 0.2114353 0.2186593 0.5053501
[132,] 0.3561198 0.2975438 0.1886525 0.3970185 0.4751441 0.2312249 0.4697459 0.4841760
[133,] 0.2935983 0.2561643 0.2158427 0.4403256 0.4555877 0.4600087 0.1886903 0.3507996
[134,] 0.3158588 0.3288485 0.2221404 0.3229131 0.4768950 0.2669645 0.2292242 0.4563835
[135,] 0.4831969 0.4835543 0.3993073 0.5548838 0.5720085 0.4731746 0.4430088 0.3613440
[136,] 0.2393078 0.4013983 0.5904493 0.3759848 0.4141783 0.4649334 0.2761282 0.3063053
[137,] 0.3076084 0.3957310 0.2619724 0.2468042 0.2986939 0.4234869 0.2229767 0.3557154
[138,] 0.3751344 0.3064868 0.2382903 0.4311304 0.3746937 0.4431344 0.4616311 0.3074600
[139,] 0.2914172 0.3072292 0.2121162 0.4228717 0.2907281 0.4472523 0.1843183 0.5199141
[140,] 0.4842421 0.4756123 0.3858508 0.4474881 0.5219913 0.5107557 0.4381387 0.3462479
[141,] 0.2624764 0.4108572 0.5916032 0.4446533 0.4918198 0.3651519 0.2739364 0.3358903
[142,] 0.2232493 0.4238730 0.2719968 0.4322910 0.4147570 0.2817194 0.2010477 0.3953606
[143,] 0.3639976 0.3281411 0.2014387 0.5006946 0.4808896 0.2877132 0.4444444 0.3536746
[144,] 0.4960751 0.4732551 0.3993810 0.5707518 0.5370847 0.4545163 0.4533609 0.5214002
[145,] 0.3447987 0.4533196 0.5845247 0.2979107 0.4956194 0.4538838 0.2756835 0.4891710
[146,] 0.3394683 0.4578767 0.2702079 0.3048182 0.4358894 0.4074492 0.2303783 0.5217399
[147,] 0.4348609 0.3018031 0.2250097 0.4340146 0.4459608 0.4223419 0.4760535 0.4926963
[148,] 0.4852859 0.2992767 0.5889155 0.6181471 0.6018474 0.6311660 0.4340993 0.3278032
[149,] 0.5081731 0.3033285 0.4247446 0.5805124 0.6183559 0.5910093 0.4460442 0.3945156
[150,] 0.5311615 0.5010567 0.3452243 0.6463082 0.6091439 0.5964606 0.5648023 0.3462951
[151,] 0.2831285 0.1833692 0.5913177 0.3634429 0.3820032 0.3418135 0.2843320 0.3072787
[152,] 0.3653057 0.4191700 0.5828392 0.4054471 0.3568193 0.3642286 0.5063650 0.3132759
[153,] 0.3792869 0.4206786 0.2767778 0.4058713 0.3453031 0.1812397 0.4661259 0.3720595
            [,9]     [,10]     [,11]     [,12]     [,13]     [,14]     [,15]     [,16]
  [1,] 0.4359034 0.4293720 0.3855209 0.5725129 0.3844852 0.3343111 0.5163758 0.4119609
  [2,] 0.4640107 0.3000753 0.3962492 0.2784680 0.4329696 0.2192070 0.3401662 0.3181572
  [3,] 0.3268210 0.3127846 0.4104065 0.2014573 0.2595178 0.2342804 0.3102908 0.4541451
  [4,] 0.5347039 0.3345505 0.3811289 0.2928943 0.2827722 0.4992961 0.3267405 0.4444027
  [5,] 0.4519555 0.4122076 0.3508466 0.5292345 0.4638750 0.5635566 0.3756812 0.4203053
  [6,] 0.3098307 0.2735591 0.4177737 0.2502819 0.2951386 0.2666879 0.3344228 0.2325203
  [7,] 0.5392369 0.3396111 0.4897619 0.2882530 0.3251116 0.3044874 0.3135542 0.3247886
  [8,] 0.4541589 0.4668431 0.3335923 0.3426201 0.6027580 0.5548357 0.3038254 0.5606057
  [9,] 0.5465191 0.4716168 0.5529583 0.4577672 0.4592577 0.4980379 0.3519727 0.6301949
 [10,] 0.4727720 0.3178478 0.2207751 0.2516551 0.2742964 0.4734965 0.4176296 0.4106682
 [11,] 0.4745685 0.2925756 0.4056665 0.4243732 0.1799824 0.5061339 0.2846199 0.1975770
 [12,] 0.4485554 0.4898537 0.2759401 0.2420331 0.5193466 0.2793203 0.2790306 0.3026656
 [13,] 0.4223705 0.4396954 0.3909625 0.3323929 0.3407526 0.6340927 0.3234956 0.3033617
 [14,] 0.5157802 0.5681372 0.5841556 0.3296839 0.4683567 0.5392369 0.3979644 0.4380264
 [15,] 0.4648928 0.3310154 0.4361427 0.2607199 0.4652995 0.3788484 0.3321368 0.5059798
 [16,] 0.5022582 0.2933134 0.4271400 0.2925756 0.3098307 0.2351053 0.4238587 0.2248465
 [17,] 0.4433854 0.2773757 0.2103854 0.3138488 0.2633273 0.4781089 0.4139322 0.4655028
 [18,] 0.2814135 0.4064268 0.4528514 0.5792822 0.4613586 0.3103237 0.4839115 0.3983040
 [19,] 0.5279886 0.4299680 0.4765612 0.5617018 0.3979496 0.3252407 0.5377003 0.4663425
 [20,] 0.6300221 0.3958939 0.4346776 0.5374172 0.3773345 0.5456554 0.5177805 0.3889785
 [21,] 0.2726667 0.4725304 0.4084556 0.3317044 0.4594079 0.5837055 0.5298816 0.4870531
 [22,] 0.4650012 0.3932389 0.4505337 0.5196746 0.4066168 0.3296517 0.4826008 0.3931349
 [23,] 0.4203771 0.3396904 0.5034578 0.5648141 0.3669649 0.3146174 0.5526570 0.3488564
 [24,] 0.3631345 0.3779101 0.3894712 0.5525244 0.6572393 0.5680074 0.5179322 0.6406746
 [25,] 0.4040118 0.5975707 0.5872635 0.5666609 0.4646622 0.4905752 0.4727989 0.6467510
 [26,] 0.3079709 0.3423671 0.3884705 0.5308883 0.3044212 0.5139779 0.5355436 0.4653808
 [27,] 0.2983607 0.4033959 0.4087762 0.4233725 0.3383568 0.5696812 0.5291225 0.3863155
 [28,] 0.2958575 0.5381063 0.3193771 0.5633784 0.5615827 0.3431889 0.5286990 0.3147645
 [29,] 0.5570438 0.4740729 0.4288039 0.5047585 0.2889946 0.6277285 0.5202292 0.3904558
 [30,] 0.4246018 0.6146548 0.6416310 0.5414072 0.4271258 0.5471024 0.4746890 0.5169583
 [31,] 0.3091564 0.3555598 0.3760455 0.5334920 0.4925655 0.4439987 0.5474061 0.4794806
 [32,] 0.3281893 0.3675325 0.4675462 0.5616184 0.4192275 0.3017367 0.4127587 0.3895907
 [33,] 0.2843659 0.4044954 0.3866152 0.5466528 0.3528943 0.4943810 0.4647707 0.5021420
 [34,] 0.5235109 0.2974271 0.4888819 0.2587853 0.3864354 0.1919131 0.3347261 0.4929055
 [35,] 0.6293197 0.2884384 0.3621780 0.2856861 0.4530166 0.5237116 0.3264988 0.4403676
 [36,] 0.2933637 0.4965825 0.3664890 0.5481707 0.4940548 0.5466893 0.3736745 0.4490401
 [37,] 0.4549836 0.2382546 0.4936110 0.2636049 0.4184937 0.2425487 0.2568290 0.2743649
 [38,] 0.4015895 0.3095347 0.5269529 0.3692025 0.4655705 0.3150096 0.3299247 0.3760000
 [39,] 0.3404674 0.4062076 0.4060321 0.3278032 0.5591137 0.5760573 0.4009865 0.6033083
 [40,] 0.4098974 0.5361358 0.4984922 0.4328848 0.4223132 0.4904965 0.3409586 0.6177624
 [41,] 0.2369139 0.2914172 0.3931497 0.2572661 0.4677219 0.4912567 0.4953067 0.4210086
 [42,] 0.2034098 0.2199185 0.3157936 0.4087034 0.4525069 0.5701873 0.3326489 0.2999589
 [43,] 0.2134213 0.4763608 0.4493722 0.2379687 0.4976743 0.2435967 0.3282054 0.3541112
 [44,] 0.5842594 0.4294856 0.2981441 0.3358265 0.4632093 0.5936094 0.3536902 0.2978440
 [45,] 0.4605271 0.5679484 0.6067798 0.3089260 0.4575892 0.5283377 0.2847215 0.5032903
 [46,] 0.2313330 0.3150913 0.4509895 0.2771366 0.3801933 0.4054763 0.3611276 0.5129096
 [47,] 0.3218442 0.2459725 0.4496904 0.2874938 0.4777090 0.2079122 0.2987939 0.2692775
 [48,] 0.2261693 0.2190245 0.4049787 0.3159568 0.4307620 0.4621620 0.4297268 0.4841760
 [49,] 0.5339250 0.2900553 0.4689235 0.2869029 0.3322488 0.5291972 0.3116863 0.3894563
 [50,] 0.5410888 0.4737781 0.4489016 0.5440225 0.5057614 0.5571876 0.3680231 0.3613440
 [51,] 0.3740397 0.2704661 0.2482358 0.2526748 0.3106030 0.2555165 0.2724950 0.4533196
 [52,] 0.5050415 0.3121455 0.3341195 0.3088108 0.3518633 0.3261441 0.2855000 0.4882246
 [53,] 0.5128460 0.3971664 0.4197306 0.3548124 0.5471996 0.5800832 0.3609267 0.5441445
 [54,] 0.5718559 0.5637703 0.5899346 0.4560817 0.4847179 0.4890790 0.3653365 0.6081412
 [55,] 0.5184629 0.2825006 0.4220697 0.2431173 0.3065693 0.4960360 0.4489708 0.5070708
 [56,] 0.5218153 0.2443775 0.4899062 0.4241875 0.2664804 0.5565644 0.2178920 0.4708232
 [57,] 0.5079297 0.4825611 0.4426739 0.2591691 0.4524656 0.2547105 0.1871218 0.4309320
 [58,] 0.4792277 0.4314136 0.4715092 0.3291217 0.3599366 0.6234235 0.2651651 0.4538700
 [59,] 0.4995164 0.5355560 0.4563972 0.3243686 0.4057689 0.5161478 0.3748153 0.3476318
 [60,] 0.5267156 0.3437259 0.4343392 0.2625459 0.4101302 0.4217544 0.2630669 0.5359878
 [61,] 0.5121711 0.2644201 0.2584189 0.2858552 0.3305344 0.1938488 0.4021774 0.4887111
 [62,] 0.4893943 0.2679319 0.4038359 0.3107508 0.3051158 0.4685996 0.3890233 0.5202166
 [63,] 0.6442804 0.5030195 0.4163029 0.5072632 0.4799594 0.6461500 0.3331607 0.4740461
 [64,] 0.4977912 0.3052150 0.4892367 0.2741250 0.3164952 0.4783222 0.3545164 0.4332946
 [65,] 0.5908037 0.3248048 0.5461178 0.3610194 0.3466256 0.4951373 0.2952389 0.3849207
 [66,] 0.6384059 0.4463082 0.3682990 0.3508622 0.6136491 0.6546507 0.3610658 0.6528464
 [67,] 0.5456311 0.5690687 0.4373803 0.3828013 0.4705137 0.6079405 0.2499119 0.6671167
 [68,] 0.6345542 0.2928272 0.3751648 0.3005907 0.3218118 0.5990180 0.4840967 0.4813277
 [69,] 0.6166400 0.2955734 0.3055125 0.4237014 0.2679664 0.5688566 0.3263376 0.4489847
 [70,] 0.6203524 0.4822032 0.4198600 0.2804101 0.5154125 0.4693685 0.3226865 0.3948122
 [71,] 0.5057228 0.4373662 0.3166909 0.3270788 0.3551083 0.6456013 0.3461692 0.4365789
 [72,] 0.6489080 0.5531270 0.6182900 0.3099622 0.4569455 0.5472725 0.3504395 0.4910995
 [73,] 0.6155820 0.3356353 0.4723021 0.2298556 0.5023357 0.4005744 0.3164463 0.4965955
 [74,] 0.5891446 0.2699323 0.4838189 0.2778708 0.3251439 0.4915448 0.3476475 0.4205637
 [75,] 0.6016674 0.2760256 0.4021480 0.3332566 0.2523584 0.5446079 0.3524415 0.4727720
 [76,] 0.4575481 0.4772287 0.4580682 0.4855235 0.4932322 0.5077503 0.3503769 0.4069528
 [77,] 0.4178314 0.4800392 0.4824153 0.5473454 0.4589297 0.5220291 0.3557620 0.4475020
 [78,] 0.3061732 0.4670595 0.3509874 0.5188165 0.7164426 0.4519279 0.3634275 0.5234231
 [79,] 0.4001178 0.5065832 0.5532956 0.5125659 0.4165049 0.3864354 0.3513785 0.6108451
 [80,] 0.3468458 0.4328848 0.3277067 0.5217776 0.4685456 0.4133529 0.5002805 0.4757728
 [81,] 0.3277389 0.4657196 0.3598437 0.3785004 0.4845462 0.4869477 0.3516757 0.4329131
 [82,] 0.3050001 0.5686680 0.3706399 0.5224563 0.6360011 0.5823421 0.3493740 0.4184650
 [83,] 0.5617613 0.5549919 0.4023537 0.5134439 0.4446951 0.5187660 0.3807971 0.4449038
 [84,] 0.4493722 0.6123094 0.5655013 0.5255280 0.4823623 0.4647164 0.3753927 0.3479617
 [85,] 0.2978440 0.4436085 0.4155809 0.5221673 0.4607726 0.6361724 0.3733853 0.5575469
 [86,] 0.3647981 0.5005264 0.4200180 0.5412480 0.4264421 0.5607130 0.4212955 0.4521071
 [87,] 0.3215686 0.4784954 0.3331767 0.5291225 0.4696381 0.3703342 0.3504552 0.5483283
 [88,] 0.5199772 0.2964256 0.2924581 0.3685900 0.3137179 0.2638131 0.3419084 0.3631345
 [89,] 0.4577261 0.4224421 0.4508514 0.2983607 0.5802108 0.5891790 0.3889486 0.5622373
 [90,] 0.5277267 0.5296825 0.6220153 0.4167069 0.4016189 0.4861832 0.3846504 0.6381391
 [91,] 0.4350865 0.2637611 0.4400456 0.2283034 0.3213092 0.5031871 0.4916758 0.4218547
 [92,] 0.4225137 0.2441114 0.4986219 0.4141638 0.2947705 0.5640670 0.2831115 0.2420686
 [93,] 0.4348750 0.4366070 0.4424227 0.2121162 0.5560846 0.2890620 0.2840948 0.3280928
 [94,] 0.4526860 0.4083390 0.4676138 0.2854662 0.3576269 0.6323403 0.3108493 0.3086462
 [95,] 0.5118398 0.5539819 0.4474604 0.2970767 0.5095678 0.5346050 0.2804441 0.4352978
 [96,] 0.4357486 0.3065858 0.5152095 0.2738335 0.4197163 0.4212955 0.3099622 0.4920554
 [97,] 0.4386439 0.2304865 0.2716187 0.2680700 0.3283662 0.2542722 0.3412595 0.2305765
 [98,] 0.4380264 0.1837490 0.4057250 0.2852293 0.3059420 0.4254440 0.4272824 0.4668837
 [99,] 0.4074929 0.4352837 0.5193971 0.3403564 0.6400682 0.5767221 0.3698297 0.6022523
[100,] 0.3560420 0.5458015 0.6497898 0.4769484 0.4772020 0.4956845 0.3438522 0.6822380
[101,] 0.4008393 0.3317525 0.4705406 0.3502203 0.3485897 0.5047327 0.4791878 0.4184650
[102,] 0.3972107 0.3185152 0.5633072 0.4302800 0.3262086 0.5780615 0.2751357 0.3187918
[103,] 0.3829819 0.5007334 0.5234607 0.3635199 0.5602002 0.3531285 0.2883204 0.3351409
[104,] 0.6494855 0.4439848 0.5245765 0.3333205 0.3311597 0.6652636 0.3247563 0.3028977
[105,] 0.4349737 0.6015098 0.4730270 0.3580149 0.4417662 0.5534161 0.3388333 0.4920423
[106,] 0.3998674 0.3334324 0.5479644 0.3714950 0.4852331 0.4199605 0.3137015 0.5376018
[107,] 0.4234869 0.3040240 0.3351250 0.3928228 0.2986773 0.3172125 0.4021627 0.3448460
[108,] 0.3927485 0.3133087 0.4827333 0.3867650 0.3211146 0.4411931 0.3473017 0.5089923
[109,] 0.4148727 0.5961431 0.5119545 0.4008687 0.6427132 0.4181050 0.3807216 0.4716302
[110,] 0.3592862 0.3593791 0.3284145 0.3414020 0.6483825 0.3179293 0.4379843 0.4364242
[111,] 0.3580925 0.4100575 0.4002357 0.4006627 0.5862981 0.4644044 0.3421457 0.5717386
[112,] 0.3024998 0.5245765 0.3737506 0.3435206 0.3800272 0.5951557 0.3712965 0.6085759
[113,] 0.5943943 0.4835543 0.3509561 0.3284145 0.6618820 0.5726185 0.3986287 0.6065563
[114,] 0.4443887 0.6407172 0.6020049 0.2797632 0.5971292 0.4875009 0.3847705 0.5456432
[115,] 0.2976439 0.3913052 0.4331816 0.3357309 0.5872865 0.5997067 0.3602152 0.4509481
[116,] 0.3903365 0.4301382 0.4425344 0.3560109 0.6438678 0.5556165 0.4479041 0.5780149
[117,] 0.3385792 0.4206211 0.3273525 0.2963086 0.6153613 0.4602407 0.3907539 0.4807568
[118,] 0.4370711 0.5610348 0.5447419 0.4483338 0.4388263 0.3064868 0.4806372 0.5240627
[119,] 0.4396814 0.5473211 0.4582598 0.5058770 0.4576987 0.4398355 0.3472703 0.6094555
[120,] 0.4094025 0.4220697 0.5846515 0.4260430 0.6294062 0.5033805 0.3466256 0.6668610
[121,] 0.6063552 0.3603544 0.4952025 0.4105374 0.4448203 0.5534040 0.3323128 0.6349296
[122,] 0.4710923 0.4551896 0.5667791 0.4029557 0.5268280 0.3912456 0.3677779 0.5900833
[123,] 0.4492754 0.5791892 0.4733087 0.4086159 0.4341699 0.5471996 0.3612358 0.5318689
[124,] 0.3835084 0.5354572 0.5967100 0.4138309 0.4138164 0.4827201 0.3430310 0.6131622
[125,] 0.4243304 0.5321169 0.5451318 0.4063245 0.4557799 0.3416077 0.3115551 0.4808365
[126,] 0.2241571 0.2780927 0.4031465 0.4145111 0.2638478 0.4174279 0.4716571 0.3979939
[127,] 0.2318729 0.4618626 0.2984774 0.2062103 0.5474547 0.5139779 0.4487770 0.4294998
[128,] 0.5767571 0.4270546 0.3906347 0.3128010 0.2498061 0.5463489 0.4793608 0.4010600
[129,] 0.4369867 0.5812077 0.5871716 0.3134069 0.4285766 0.4072448 0.5028131 0.5427038
[130,] 0.2670855 0.2579125 0.4293578 0.2493653 0.4651368 0.5111640 0.4762673 0.3327449
[131,] 0.2843659 0.2816174 0.4480289 0.2481475 0.3318165 0.4770018 0.5264033 0.4137585
[132,] 0.2310989 0.2749816 0.2344418 0.3225894 0.2864130 0.3397063 0.5186145 0.2903918
[133,] 0.2319808 0.4767348 0.4106537 0.4064707 0.5070836 0.5814510 0.2344239 0.2922064
[134,] 0.5821686 0.4247160 0.3322328 0.4533333 0.3502203 0.4322910 0.2752385 0.2717046
[135,] 0.4246161 0.5411990 0.6015773 0.4006480 0.4516796 0.3462164 0.3574096 0.4760802
[136,] 0.2392007 0.3187267 0.4566028 0.4234726 0.4724229 0.4976484 0.2742107 0.4897094
[137,] 0.2800867 0.2391115 0.4556976 0.4351005 0.3027154 0.5498064 0.4141349 0.1958178
[138,] 0.2296211 0.2421220 0.4065145 0.4364945 0.2303243 0.4636441 0.3666579 0.4579177
[139,] 0.5686444 0.3004744 0.4132225 0.3450194 0.5501331 0.6379790 0.2461672 0.3491074
[140,] 0.4441102 0.4318949 0.6099005 0.3166746 0.4849425 0.5441445 0.3564774 0.4721946
[141,] 0.2384867 0.4705002 0.3959383 0.2514968 0.5512814 0.4425902 0.2711544 0.4652588
[142,] 0.3286878 0.4797200 0.4742337 0.2488537 0.5669682 0.2739193 0.4158264 0.3128501
[143,] 0.1849252 0.4603225 0.2969765 0.3164299 0.4896306 0.4793608 0.3813401 0.4916234
[144,] 0.5937004 0.4177305 0.6146659 0.3012718 0.4342686 0.4432878 0.3786517 0.4836072
[145,] 0.5860795 0.4445419 0.4897487 0.3448775 0.4789083 0.5636634 0.2273998 0.5223935
[146,] 0.5679012 0.4021774 0.4865788 0.3286074 0.3773194 0.6188391 0.4292726 0.3032954
[147,] 0.5611182 0.3876182 0.3821539 0.3245302 0.3193609 0.5246392 0.3706551 0.4821900
