OUT	SH2	SH3	SH4	SP1	SP2	SP3
OTU1703	0	0	0	0	0	0
OTU1704	0	0	0	2	0	0
OTU1705	0	0	0	0	0	0
OTU1706	0	0	0	0	0	0
OTU1707	0	0	0	0	0	0
OTU1708	0	0	1	0	0	0
OTU1709	0	0	0	0	0	0
OTU171	0	0	0	7	0	4
OTU1710	0	2	0	0	0	0
OTU1711	0	0	0	0	0	0
OTU1712	0	0	0	4	0	0
OTU1713	0	0	0	2	0	0
OTU1714	1	0	0	0	0	2
OTU1715	0	0	0	2	0	0
OTU1716	0	0	0	0	2	0
OTU1717	0	0	0	0	2	0
OTU1719	0	0	0	0	0	3
OTU172	1	0	2	3	3	5
OTU1720	0	0	2	0	0	0
OTU1721	0	0	0	0	0	0
OTU1722	0	0	2	0	0	0
OTU1723	0	0	0	0	0	0
OTU1724	0	0	0	0	0	0
OTU1725	1	1	1	9	0	4
OTU1726	0	0	2	2	0	0
OTU1727	0	0	0	0	2	0
OTU1728	2	0	0	0	0	0
OTU1729	0	0	0	0	2	0
OTU173	0	0	0	0	0	34
OTU1730	0	0	0	0	0	0
OTU1731	2	0	1	0	0	0
OTU1732	0	0	0	0	0	2
OTU1733	0	0	0	0	0	0
OTU1734	0	0	0	0	0	2
OTU1735	2	0	0	0	0	0
OTU1736	0	0	0	0	0	0
OTU1737	0	0	2	0	0	0
OTU1738	0	0	0	0	0	2
OTU1739	2	0	0	1	0	0
OTU174	0	0	0	0	0	0
OTU1741	0	0	0	0	0	0
OTU1742	0	0	0	0	0	0
OTU1743	0	0	0	0	0	0
OTU1744	0	0	0	1	0	0
OTU1745	0	2	0	0	0	0
OTU1746	0	0	0	1	0	0
OTU1747	0	0	0	2	0	0
OTU1748	0	0	0	0	0	0
OTU1749	0	0	0	0	0	0
OTU175	0	0	2	0	0	23
OTU1750	0	0	0	0	0	2
OTU1751	0	0	0	0	0	2
OTU1752	0	0	0	2	1	1
OTU1753	1	0	0	0	1	1
OTU1754	0	0	0	0	0	0
OTU1755	0	0	0	0	0	0
OTU1756	0	0	0	0	0	0
OTU1757	0	2	0	0	2	0
OTU1758	0	0	0	0	0	0
OTU1759	0	0	0	2	0	0
OTU176	0	0	0	0	0	48
OTU1760	0	0	0	0	0	0
OTU1761	0	1	1	0	0	2
OTU1762	0	0	1	0	2	0
OTU1763	0	0	0	0	0	0
OTU1764	0	0	0	0	0	0
OTU1765	0	0	0	0	0	0
OTU1766	1	0	1	3	1	0
OTU1767	0	0	0	0	0	0
OTU1768	0	0	0	0	0	0
OTU1769	0	0	0	0	0	0
OTU177	0	0	1	1	2	43
OTU1770	0	0	0	0	0	0
OTU1771	0	0	0	0	0	0
OTU1772	0	0	0	0	0	0
OTU1773	0	0	0	0	0	0
OTU1774	0	0	0	0	0	0
OTU1775	0	0	0	0	0	0
OTU1776	0	0	0	0	0	0
OTU1777	0	0	0	0	0	0
OTU1779	2	1	1	10	0	0
OTU178	0	0	1	0	0	1
OTU1780	0	0	0	0	0	2
OTU1781	0	0	2	0	0	0
OTU1782	0	0	1	0	0	0
OTU1783	0	0	0	0	0	0
OTU1784	0	0	1	3	1	0
OTU1785	0	0	0	0	0	0
OTU1786	0	0	0	0	0	0
OTU1787	0	0	0	0	0	0
OTU1788	0	0	0	0	0	0
OTU1789	0	0	0	0	0	0
OTU179	6	1	5	5	3	3
OTU1790	2	0	0	0	0	0
OTU1791	0	0	0	0	0	0
OTU1792	0	0	0	2	0	0
OTU1793	0	0	0	0	0	2
OTU1794	0	0	1	0	0	0
OTU1795	0	0	2	0	0	2
OTU1796	0	0	0	0	0	0
OTU1797	0	0	0	0	0	0
OTU1798	0	0	0	0	0	0
OTU1799	0	0	0	0	0	2
OTU18	7	7	4	8	7	3
OTU180	0	1	0	5	2	0
OTU1800	0	0	0	0	0	0
OTU1801	0	0	0	0	0	0
OTU1802	1	2	3	3	3	2
OTU1803	0	3	0	0	0	0
OTU1804	0	0	0	0	0	0
OTU1805	0	0	0	0	2	0
OTU1806	0	0	3	1	0	0
OTU1807	0	0	2	0	0	0
OTU1808	0	0	0	2	0	0
OTU1809	2	1	2	0	0	2
OTU181	6	1	5	5	1	1
OTU1810	0	0	0	0	2	0
OTU1811	0	0	2	0	0	0
OTU1812	0	0	1	6	0	0
OTU1813	0	0	0	0	0	0
OTU1814	0	0	0	0	1	2
OTU1815	0	0	0	0	2	0
OTU1816	0	0	3	0	0	0
OTU1817	0	0	0	10	0	0
OTU1818	0	0	0	0	0	2
OTU1819	0	0	0	0	0	0
OTU182	0	0	0	0	0	43
OTU1820	0	0	0	0	0	2
OTU1821	1	3	6	2	6	5
OTU1822	0	0	0	0	2	0
OTU1823	0	0	2	0	0	0
OTU1824	0	0	0	2	0	0
OTU1825	0	1	0	3	0	0
OTU1826	0	0	0	0	0	2
OTU1827	0	0	2	0	0	0
OTU1828	0	0	0	0	0	0
OTU1829	0	0	0	0	0	0
OTU183	0	0	0	18	0	0
OTU1830	0	0	0	0	0	0
OTU1831	0	1	1	0	0	0
OTU1832	0	0	2	0	0	0
OTU1833	3	0	1	1	0	0
OTU1834	0	0	0	0	0	0
OTU1835	0	0	0	0	0	0
OTU1836	0	0	0	0	0	0
OTU1837	1	0	0	3	0	0
OTU1838	1	0	3	0	0	1
OTU1839	1	0	1	1	0	0
OTU184	0	0	0	0	0	33
OTU1840	0	0	0	0	0	0
OTU1841	2	0	0	0	0	0
OTU1842	0	0	0	0	0	2
OTU1843	0	0	0	0	0	0
OTU1844	0	0	0	2	0	0
OTU1845	0	0	0	0	2	0
OTU1846	0	0	0	0	0	0
OTU1847	0	0	0	0	0	0
OTU1848	0	2	0	0	0	0
OTU1849	2	0	0	0	0	0
OTU185	0	0	0	7	0	1
OTU1850	0	0	2	1	0	0
OTU1851	0	0	0	0	0	0
OTU1852	0	0	0	0	0	0
OTU1853	0	0	0	0	0	0
OTU1854	0	1	0	0	0	1
OTU1855	0	0	0	0	0	0
OTU1856	0	0	1	0	1	0
OTU1857	0	0	0	2	0	0
OTU1858	0	0	0	0	0	0
OTU1859	0	0	0	1	0	0
OTU186	0	0	0	0	0	0
OTU1860	0	0	0	0	0	2
OTU1861	0	0	0	0	0	0
OTU1862	0	0	0	0	0	0
OTU1863	0	0	0	0	0	0
OTU1864	0	0	0	0	0	0
OTU1865	2	0	0	0	0	0
OTU1866	0	1	1	0	1	1
OTU1867	1	0	0	2	1	0
OTU1868	0	0	0	0	0	5
OTU1869	0	0	0	0	0	0
OTU187	0	0	0	0	0	45
OTU1870	0	0	0	0	0	0
OTU1871	0	0	0	0	0	0
OTU1872	1	2	2	2	0	1
OTU1873	0	0	0	2	0	0
OTU1874	0	0	0	0	2	0
OTU1875	0	0	2	0	0	0
OTU1876	0	0	1	0	0	0
OTU1877	0	0	0	0	0	0
OTU1878	0	0	0	0	0	0
OTU1879	1	0	0	1	0	0
OTU188	0	0	0	0	0	0
OTU1880	2	0	0	0	0	0
OTU1881	0	0	1	2	0	0
OTU1882	0	0	0	0	0	0
OTU1883	2	0	0	0	0	0
OTU1884	0	0	0	0	2	0
OTU1885	0	0	0	1	0	1
OTU1886	0	0	0	0	0	0
OTU1887	0	0	0	0	0	1
OTU1888	0	0	1	1	0	0
OTU1889	0	0	0	0	0	0
OTU189	0	2	0	0	0	0
OTU1890	0	1	0	1	0	0
OTU1891	0	2	0	0	0	0
OTU1892	0	0	0	0	0	0
OTU1893	0	0	1	0	0	2
OTU1894	0	0	0	0	0	0
OTU1895	0	0	0	0	0	0
OTU1896	0	0	0	1	0	0
OTU1897	0	0	0	0	0	0
OTU1898	0	0	0	0	0	1
OTU1899	0	0	0	0	0	0
OTU19	1	2	0	18	2	9
OTU190	1	0	1	23	1	35
OTU1900	0	1	0	2	0	0
OTU1901	1	0	1	0	0	1
OTU1902	2	1	2	5	12	7
OTU1903	1	0	1	1	1	0
OTU1905	0	0	0	0	0	0
OTU1906	0	0	0	2	0	0
OTU1907	0	0	0	0	0	0
OTU1908	0	2	0	0	0	0
OTU1909	1	0	3	0	3	0
OTU191	0	0	0	0	0	29
OTU1910	0	0	0	0	0	0
OTU1911	0	0	0	0	3	0
OTU1912	3	0	0	1	0	0
OTU1913	0	0	0	0	0	0
OTU1915	2	0	0	0	0	0
OTU1916	0	0	0	3	3	2
OTU1917	0	0	0	0	0	0
OTU1918	0	0	1	0	1	1
OTU1919	0	0	0	0	0	0
OTU192	0	0	0	0	0	23
OTU1920	0	0	0	0	0	0
OTU1921	0	0	0	0	0	0
OTU1922	0	0	0	0	0	0
OTU1923	2	0	0	0	0	0
OTU1924	1	0	0	0	0	0
OTU1925	0	0	0	0	0	0
OTU1926	0	0	0	0	0	2
OTU1927	0	0	1	3	1	0
OTU1928	0	0	0	0	0	0
OTU1929	1	0	0	0	0	0
OTU193	7	4	10	14	4	7
OTU1930	0	0	2	0	0	0
OTU1931	0	0	2	1	0	0
OTU1932	0	0	0	5	0	0
OTU1933	0	0	0	0	2	0
OTU1934	0	0	2	0	0	0
OTU1935	0	0	0	0	1	0
OTU1936	0	0	0	0	0	0
OTU1937	0	0	2	0	0	0
OTU1938	0	0	0	2	0	0
OTU1939	0	0	0	0	0	0
OTU194	0	0	0	0	0	38
OTU1940	0	0	0	2	0	0
OTU1941	0	0	0	0	1	0
OTU1942	0	0	3	1	0	1
OTU1943	0	0	0	3	0	0
OTU1944	0	0	0	0	0	0
OTU1945	1	0	0	0	0	0
OTU1946	0	0	0	0	0	0
OTU1947	0	0	0	4	0	0
OTU1948	0	0	0	0	0	0
OTU1949	1	1	0	0	3	1
OTU195	0	0	0	0	0	0
OTU1950	2	0	0	0	0	0
OTU1951	0	0	0	0	0	0
OTU1952	0	0	0	5	0	0
OTU1953	0	0	0	0	0	2
OTU1954	0	0	0	0	0	0
OTU1955	2	0	0	0	0	0
OTU1956	0	0	0	0	0	0
OTU1957	0	0	0	0	0	0
OTU1958	0	0	0	0	0	0
OTU1959	0	0	0	0	0	1
OTU196	1	0	0	0	1	0
OTU1960	0	0	0	0	0	0
OTU1961	0	0	0	0	0	0
OTU1962	0	0	0	0	0	0
OTU1963	0	0	0	0	0	0
OTU1964	1	0	1	0	0	0
OTU1965	0	0	1	0	0	0
OTU1966	0	0	0	0	0	0
OTU1967	1	0	0	1	0	0
OTU1968	0	0	2	0	0	0
OTU1969	0	0	0	0	0	0
OTU197	0	0	1	0	2	2
OTU1970	0	0	0	0	0	0
OTU1971	0	1	0	0	0	0
OTU1972	1	0	1	0	0	2
OTU1973	0	0	0	0	0	0
OTU1974	0	0	0	0	0	0
OTU1975	0	0	0	4	0	0
OTU1976	2	0	0	0	0	0
OTU1977	0	0	0	0	0	1
OTU1978	0	0	0	0	0	1
OTU1979	1	0	1	0	0	0
OTU198	3	0	8	8	3	6
OTU1980	1	0	0	0	0	2
OTU1981	0	0	2	1	0	0
OTU1982	0	0	0	0	0	1
OTU1983	0	0	0	0	0	0
OTU1984	0	0	0	0	0	0
OTU1985	0	0	0	0	0	0
OTU1986	0	0	0	0	0	0
OTU1987	0	0	0	2	0	0
OTU1988	0	0	0	0	0	0
OTU1989	0	1	0	0	0	2
OTU199	1	1	1	0	0	29
OTU1990	0	2	0	0	0	0
OTU1991	0	0	0	0	0	2
OTU1992	0	2	1	0	1	3
OTU1993	0	0	1	0	0	0
OTU1994	0	0	0	0	0	0
OTU1995	0	0	0	0	0	4
OTU1996	0	0	0	2	0	0
OTU1997	0	1	0	0	0	0
OTU1998	0	0	0	0	0	1
OTU1999	0	0	0	0	0	0
OTU2	8	3	17	1806	117	1382
OTU20	127	55	120	103	68	188
OTU200	1	0	0	0	1	0
OTU2000	0	0	0	0	0	0
OTU2001	0	0	1	0	0	0
OTU2002	0	0	0	2	0	0
OTU2003	0	0	0	0	0	0
OTU2004	0	0	0	0	2	0
OTU2005	0	2	0	0	0	0
OTU2006	0	0	0	0	0	0
OTU2007	0	0	0	0	0	0
OTU2008	0	2	0	0	0	0
OTU2009	0	0	0	0	0	0
OTU201	1	0	2	2	0	49
OTU2010	0	0	0	0	0	0
OTU2011	0	0	0	0	0	0
OTU2012	0	0	0	0	0	0
OTU2013	0	0	0	0	0	0
OTU2014	0	0	0	0	0	0
OTU2015	2	1	1	1	2	1
OTU2016	0	0	0	2	0	0
OTU2017	0	0	0	3	0	1
OTU2018	2	0	0	0	0	1
OTU2019	0	0	0	2	0	1
OTU202	1	1	1	18	3	9
OTU2020	0	0	0	0	0	2
OTU2022	0	0	2	0	0	0
OTU2023	0	0	0	0	0	0
OTU2024	0	2	0	0	0	0
OTU2025	0	0	1	0	0	0
OTU2026	0	0	0	0	0	0
OTU2027	0	0	0	0	0	0
OTU2028	0	0	0	0	0	0
OTU2029	1	1	0	3	0	2
OTU203	3	0	2	9	3	2
OTU2030	0	0	0	0	0	2
OTU2031	0	2	0	0	0	0
OTU2032	1	0	2	2	0	1
OTU2033	0	0	2	0	0	0
OTU2034	0	1	0	0	0	2
OTU2035	2	0	0	0	0	0
OTU2036	0	1	0	1	0	0
OTU2037	10	7	5	3	8	3
OTU2038	3	0	0	0	0	0
OTU2039	2	0	4	2	1	1
OTU204	14	3	22	45	10	26
OTU2040	0	0	0	0	0	0
OTU2041	0	0	0	0	1	0
OTU2042	0	0	0	2	0	0
OTU2043	0	0	0	0	0	0
OTU2044	0	0	2	0	0	0
OTU2045	0	0	0	3	0	0
OTU2046	0	0	0	0	0	0
OTU2047	0	0	0	2	0	0
OTU2048	0	0	2	0	0	0
OTU2049	2	1	1	4	0	0
OTU205	0	0	13	2	1	3
OTU2050	0	2	0	2	3	1
OTU2051	2	0	0	0	0	0
OTU2052	0	0	0	2	0	0
OTU2053	0	0	0	0	0	0
OTU2054	22	25	25	3	3	3
OTU2055	0	1	1	1	0	1
OTU2056	0	0	0	0	0	0
OTU2057	0	0	0	0	0	0
OTU2058	0	0	0	0	0	0
OTU2059	0	0	0	0	0	0
OTU206	1	0	0	0	1	49
OTU2060	0	0	0	0	0	0
OTU2061	0	0	2	0	0	0
OTU2062	0	0	0	0	0	0
OTU2063	0	0	0	0	0	1
OTU2064	0	0	2	0	0	0
OTU207	0	0	1	1	2	26
OTU208	0	0	0	25	0	10
OTU209	9	3	1	4	0	2
OTU21	1	3	8	26	2	8
OTU210	8	6	13	12	6	10
OTU211	6	1	1	6	4	1
OTU212	0	0	0	2	0	24
OTU213	4	2	7	10	1	3
OTU214	0	2	0	0	0	26
OTU215	4	0	2	7	5	0
OTU216	2	1	9	9	3	5
OTU217	0	0	1	1	0	0
OTU218	0	0	0	4	0	69
OTU219	0	0	0	0	0	0
OTU22	4	0	2	23	2	471
OTU220	0	0	0	0	0	40
OTU221	4	0	0	1	2	0
OTU222	0	0	1	2	0	0
OTU223	0	0	0	1	0	0
OTU224	0	0	0	0	0	0
OTU225	0	0	0	0	0	0
OTU226	0	0	0	0	0	0
OTU227	1	1	0	1	1	0
OTU228	19	12	28	22	17	18
OTU229	0	0	0	0	0	0
OTU23	35	21	48	57	31	25
OTU230	0	0	0	0	0	0
OTU231	2	0	2	17	1	3
OTU232	0	1	0	1	0	31
OTU233	1	0	0	11	0	0
OTU234	0	0	0	0	0	0
OTU235	1	0	0	0	0	0
OTU236	1	0	0	0	3	31
OTU237	0	1	0	0	0	23
OTU238	1	0	1	1	0	47
OTU239	0	0	0	1	0	31
OTU240	0	0	0	0	1	0
OTU241	2	0	5	6	3	32
OTU242	0	2	1	1	0	1
OTU243	0	0	0	15	0	1
OTU244	0	0	0	0	0	0
OTU245	3	1	3	7	1	1
OTU246	0	0	0	0	0	0
OTU247	0	0	0	4	0	36
OTU248	1	3	2	1	5	1
OTU249	14	4	6	8	3	3
OTU25	2	0	10	22	3	12
OTU250	0	0	0	0	0	0
OTU251	36	23	39	43	31	21
OTU252	1	2	0	0	2	32
OTU253	0	0	0	110	0	0
OTU254	0	0	1	0	0	0
OTU255	0	0	0	0	0	0
OTU256	0	0	0	0	1	0
OTU257	21	3	12	11	2	9
OTU258	0	0	0	0	0	0
OTU259	0	0	0	0	0	0
OTU26	4	1	4	2	1	2
OTU260	0	0	0	0	0	0
OTU261	0	0	1	0	0	29
OTU262	2	2	5	16	1	3
OTU263	0	0	0	0	0	19
OTU264	6	2	8	5	2	10
OTU265	2	1	2	4	2	0
OTU266	1	0	0	0	0	19
OTU267	2	6	10	11	8	6
OTU268	0	3	0	9	1	15
OTU269	0	0	0	7	0	0
OTU27	21	12	27	31	25	25
OTU270	0	0	0	0	0	8
OTU271	0	0	0	0	1	2
OTU272	0	0	0	10	0	0
OTU274	1	0	0	0	0	0
OTU275	8	4	11	10	6	10
OTU276	5	2	3	9	3	1
OTU277	0	0	0	0	0	0
OTU278	0	0	0	0	0	32
OTU279	0	0	0	0	0	18
OTU28	6	7	3	10	3	9
OTU280	0	0	0	0	0	1
OTU281	0	0	0	42	0	0
OTU282	5	2	5	9	3	3
OTU283	0	0	0	0	0	32
OTU284	0	0	0	0	0	0
OTU285	0	0	0	0	0	0
OTU286	4	0	0	2	0	22
OTU287	0	0	1	0	0	1
OTU288	0	0	0	5	0	0
OTU289	1	0	0	6	0	19
OTU29	15	4	29	12	13	18
OTU290	0	0	0	1	1	11
OTU291	3	0	0	6	0	2
OTU292	0	0	0	0	0	20
OTU293	0	0	4	9	0	15
OTU294	0	0	0	0	0	27
OTU295	4	0	4	2	3	6
OTU296	0	0	1	1	0	2
OTU297	1	0	0	0	0	0
OTU298	0	0	0	0	1	20
OTU299	0	0	0	0	0	23
OTU3	30	28	55	507	13	102
OTU30	149	174	231	30	109	240
OTU300	0	0	0	0	0	0
OTU301	1	2	3	2	0	2
OTU302	7	4	6	9	7	5
OTU303	0	0	0	0	0	26
OTU304	0	1	1	36	0	3
OTU305	3	1	0	1	1	1
OTU306	5	2	2	6	2	3
OTU307	0	0	0	0	0	0
OTU308	0	0	0	0	0	14
OTU309	9	3	8	2	3	3
OTU31	20	5	28	38	23	22
OTU310	0	2	1	6	2	1
OTU311	0	4	9	10	5	3
OTU312	0	0	0	0	0	0
OTU313	0	0	0	0	0	0
OTU314	2	3	6	3	5	3
OTU315	6	0	7	5	5	7
OTU316	1	2	6	4	1	1
OTU317	1	0	0	0	0	25
OTU318	6	6	9	6	2	5
OTU319	2	3	3	11	6	1
OTU32	11	6	22	30	8	51
OTU320	2	0	1	14	1	25
OTU321	0	0	1	0	1	0
OTU322	0	0	0	0	1	0
OTU323	1	1	2	2	1	3
OTU324	0	0	4	3	0	0
OTU325	0	0	0	1	3	0
OTU326	0	0	1	0	0	0
OTU327	2	1	2	1	5	16
OTU328	4	1	2	6	0	2
OTU329	0	0	0	0	0	25
OTU33	28	30	43	26	28	34
OTU330	0	0	2	0	0	0
OTU331	0	0	0	0	0	0
OTU332	0	0	0	4	0	0
OTU333	0	0	0	0	1	0
OTU334	1	0	0	0	0	34
OTU335	3	1	0	4	0	39
OTU336	0	0	0	5	0	19
OTU337	0	0	0	0	0	17
OTU338	0	0	0	1	0	0
OTU339	0	0	0	0	0	0
OTU34	0	2	0	12	2	5
OTU340	1	0	0	0	0	28
OTU341	5	1	6	3	6	18
OTU342	0	0	0	0	0	17
OTU343	0	0	1	0	0	18
OTU344	1	0	4	3	1	2
OTU345	0	1	0	9	0	34
OTU346	1	0	3	4	1	0
OTU347	0	0	0	0	0	0
OTU348	0	0	0	0	0	0
OTU349	0	0	0	0	0	6
OTU35	0	0	0	0	0	25
OTU350	0	0	0	0	0	0
OTU351	0	0	0	0	0	0
OTU352	0	0	1	0	0	0
OTU353	2	0	0	3	1	6
OTU354	0	1	0	0	0	24
OTU355	0	0	0	0	0	15
OTU356	0	0	0	0	0	0
OTU357	1	0	0	2	0	0
OTU358	2	1	6	1	1	2
OTU359	0	0	0	9	1	7
OTU36	2	0	0	7	1	2
OTU360	0	0	0	5	0	5
OTU361	0	0	0	0	0	17
OTU362	0	0	0	0	0	24
OTU363	0	1	0	6	0	16
OTU364	0	0	0	0	0	8
OTU365	0	0	0	0	0	0
OTU366	1	0	1	2	0	0
OTU367	0	0	0	0	0	38
OTU368	0	0	0	0	0	0
OTU369	0	2	2	1	3	14
OTU37	9	6	25	22	10	24
OTU370	0	0	0	0	0	0
OTU371	33	20	38	25	27	17
OTU372	6	1	1	87	0	0
OTU373	0	0	0	0	0	0
OTU374	4	4	4	4	6	6
OTU375	6	2	2	1	2	2
OTU376	0	0	0	1	0	0
OTU377	0	0	0	0	0	0
OTU378	0	1	0	3	1	6
OTU379	0	0	5	5	1	5
OTU38	3	3	1	4	4	4
OTU380	0	0	0	0	0	0
OTU381	0	0	0	0	0	0
OTU382	4	1	16	9	4	6
OTU383	0	0	0	3	2	4
OTU384	0	0	0	0	0	0
OTU385	0	0	0	0	0	0
OTU386	0	0	0	0	0	10
OTU387	0	0	0	0	0	14
OTU388	0	0	0	0	0	0
OTU389	6	7	7	7	4	3
OTU39	12	6	4	2	6	3
OTU390	0	0	0	0	0	0
OTU391	0	0	0	0	0	0
OTU392	0	0	0	0	0	2
OTU393	1	0	0	0	0	1
OTU394	0	1	0	0	0	23
OTU395	0	0	0	0	0	0
OTU396	0	0	0	0	0	16
OTU397	5	2	3	5	0	1
OTU398	0	1	3	2	1	1
OTU399	0	0	0	0	0	0
OTU4	53	26	47	382	14	174
OTU40	0	0	0	3	1	25
OTU400	0	0	0	0	0	6
OTU401	0	0	0	0	0	0
OTU402	0	0	0	0	1	16
OTU403	0	0	0	1	1	0
OTU404	0	0	0	0	0	10
OTU405	0	0	0	0	0	5
OTU406	0	0	0	0	0	1
OTU407	0	0	0	5	0	3
OTU408	0	0	0	0	0	0
OTU409	1	0	0	1	0	10
OTU41	3	0	8	23	2	3
OTU410	8	0	4	3	0	8
OTU411	1	0	0	0	2	0
OTU412	0	0	0	0	0	2
OTU413	0	0	0	0	0	1
OTU414	0	1	0	1	0	16
OTU415	0	0	1	2	0	15
OTU416	0	0	0	0	0	0
OTU417	0	0	0	0	0	0
OTU418	0	0	0	0	0	0
OTU419	0	0	0	0	0	0
OTU42	1	2	2	1	3	59
OTU420	0	0	0	0	3	18
OTU421	0	0	0	9	1	0
OTU422	0	2	4	1	0	3
OTU423	0	0	0	0	0	18
OTU424	0	0	0	0	0	0
OTU425	2	1	0	4	6	6
OTU426	0	0	0	2	0	0
OTU427	1	1	1	7	0	0
OTU428	4	2	1	2	2	2
OTU429	5	6	3	4	6	7
OTU43	7	1	7	7	3	6
OTU430	0	0	0	0	0	10
OTU431	0	0	0	0	0	16
OTU432	8	2	8	7	3	0
OTU433	1	3	2	6	0	6
OTU434	7	3	7	7	5	9
OTU435	0	0	1	0	0	0
OTU436	0	1	0	3	0	0
OTU437	0	0	0	0	0	0
OTU438	0	0	0	0	0	0
OTU439	0	0	0	0	0	0
OTU44	1	2	6	1	3	2
OTU440	0	0	0	0	0	0
OTU441	0	0	1	0	0	0
OTU442	0	0	0	0	1	0
OTU443	0	0	0	0	0	0
OTU444	2	0	0	2	5	3
OTU445	0	0	0	0	0	0
OTU446	0	0	0	0	0	0
OTU447	0	0	0	0	0	11
OTU448	0	0	0	0	0	25
OTU449	5	4	6	11	1	0
OTU45	2	0	1	0	1	1
OTU450	6	2	8	2	2	4
OTU451	0	0	0	0	0	1
OTU452	0	0	0	0	0	1
OTU453	1	1	0	1	1	3
OTU454	0	0	0	0	0	0
OTU455	3	0	4	0	4	0
OTU456	0	0	0	0	0	2
OTU457	1	1	5	6	1	1
OTU458	0	0	0	0	0	0
OTU459	0	0	0	0	0	0
OTU46	7	2	5	6	3	10
OTU460	0	0	0	0	0	0
OTU461	0	1	1	2	4	1
OTU462	5	2	11	16	4	4
OTU463	0	0	0	0	0	0
OTU464	0	0	0	0	0	0
OTU465	0	0	0	0	0	0
OTU466	0	0	0	0	0	0
OTU467	0	0	0	1	0	0
OTU468	0	0	0	0	0	0
OTU469	6	4	2	3	0	3
OTU47	1	0	1	4	0	1
OTU470	0	0	0	0	0	17
OTU471	0	0	0	0	1	0
OTU472	0	0	0	0	0	0
OTU473	0	0	0	0	0	11
OTU474	0	0	0	0	0	0
OTU475	2	1	7	9	2	5
OTU476	0	1	0	0	0	19
OTU477	4	2	0	4	1	2
OTU478	0	0	0	11	0	0
OTU479	0	0	0	0	0	0
OTU48	44	29	50	54	34	28
OTU480	0	0	0	0	0	1
OTU481	0	0	0	0	0	7
OTU482	0	0	0	7	0	1
OTU483	0	0	0	1	0	0
OTU484	1	1	3	6	3	4
OTU485	0	0	0	0	0	0
OTU486	1	0	1	3	1	1
OTU487	4	4	5	6	3	2
OTU488	0	1	0	0	0	17
OTU489	0	0	1	0	0	0
OTU49	13	8	12	13	4	6
OTU490	0	0	0	1	0	0
OTU491	0	0	0	0	0	0
OTU492	0	0	0	0	0	0
OTU493	3	1	2	4	3	0
OTU494	0	1	4	0	3	0
OTU495	0	0	0	16	0	4
OTU496	1	1	4	2	2	2
OTU497	0	0	0	0	0	0
OTU498	0	1	0	0	1	0
OTU5	38	34	74	908	107	1306
OTU50	8	5	6	20	4	10
OTU500	0	1	1	4	0	4
OTU501	0	0	1	0	0	0
OTU502	1	0	0	0	0	0
OTU503	9	5	7	12	4	10
OTU504	2	2	1	1	2	1
OTU505	0	0	0	0	0	0
OTU506	0	0	0	1	0	0
OTU507	5	5	2	7	3	4
OTU508	0	0	0	1	0	0
OTU509	0	0	0	0	0	0
OTU51	1	0	0	7	0	0
OTU510	0	0	2	0	0	14
OTU511	0	0	0	1	0	17
OTU512	0	0	0	0	0	0
OTU513	0	0	0	0	0	0
OTU514	0	0	0	0	0	0
OTU515	0	0	0	0	0	9
OTU516	0	0	0	0	0	0
OTU517	0	0	0	6	0	0
OTU518	0	0	0	0	0	1
OTU519	0	0	1	0	0	0
OTU52	1	0	0	6	2	26
OTU520	1	2	3	1	2	12
OTU521	2	1	5	6	2	3
OTU522	0	0	0	0	0	0
OTU523	0	2	1	2	0	0
OTU524	0	0	0	0	0	0
OTU525	0	0	7	7	8	1
OTU526	0	0	1	0	0	0
OTU527	0	0	0	0	0	11
OTU528	1	0	4	1	0	1
OTU529	0	0	2	0	0	1
OTU53	3	1	1	0	0	0
OTU530	2	0	1	1	3	1
OTU531	0	0	0	0	0	12
OTU532	0	0	1	15	0	0
OTU533	0	0	1	0	0	0
OTU534	0	0	0	0	0	0
OTU535	0	0	0	0	0	1
OTU536	4	1	4	2	1	0
OTU537	0	0	0	0	0	10
OTU538	0	0	0	0	1	0
OTU539	0	0	0	0	0	0
OTU54	1	1	1	0	2	0
OTU540	4	3	5	3	1	3
OTU541	3	0	3	4	1	4
OTU542	0	0	0	0	0	0
OTU543	0	0	0	0	0	14
OTU544	0	0	0	0	0	0
OTU545	2	1	1	0	3	1
OTU546	4	2	5	2	4	0
OTU547	0	0	0	0	0	0
OTU549	0	0	1	0	0	0
OTU55	1	1	3	5	8	108
OTU550	0	0	0	0	0	0
OTU551	0	0	0	0	0	0
OTU552	0	0	0	0	0	0
OTU553	0	0	0	0	0	0
OTU554	0	0	2	0	0	0
OTU555	0	0	0	0	1	18
OTU556	0	1	0	1	0	0
OTU557	0	0	0	1	1	0
OTU558	1	0	4	1	4	1
OTU559	0	3	0	11	0	0
OTU56	2	4	4	8	1	20
OTU560	5	4	12	43	1	3
OTU561	0	0	0	0	0	0
OTU562	0	0	0	0	0	0
OTU563	2	2	3	1	0	3
OTU564	1	0	0	0	0	0
OTU565	0	0	0	0	0	0
OTU566	1	0	0	0	0	0
OTU567	0	0	0	0	0	11
OTU568	1	1	2	1	0	0
OTU569	0	0	0	0	0	0
OTU57	0	1	0	0	0	141
OTU570	2	4	2	4	3	5
OTU571	0	0	0	0	0	0
OTU572	0	0	0	0	0	0
OTU573	0	1	3	0	3	0
OTU574	0	0	0	0	0	20
